ranking,company,first_name,last_name,address,city,state,zip,neighborhood,phone,website,email,short_description,description,sic,sic_description,naics,naics_description,employees,revenue,tags,notes,username
,All Valley Home Care,,,3665 Ruffin Rd # 103,San Diego,CA,92123,Kearny Mesa,(858) 278-5045,Allvalleyhomecare.Com,,,,808201,Home Health Service,621610,Home Health Care Services,100,"$6,395,000 ",,,
,Coram Healthcare,,,12310 World Trade Dr # 101,San Diego,CA,92128,Carmel Mountain,(858) 576-6969,Coramhc.Com,,,"Coram Healthcare is a leading provider of home infusion services in the United States. The company has more than 70 affiliated branch locations throughout the country. Coram has more than 2,000 employees, including nearly 1,000 staff nurses and pharmacists. Nurses provide care to thousands of home IV patients each day. Coram s specialized primary therapies include advanced nutrition management, blood and factor products, anti-infective services, pain and palliative care services, intravenous immunoglobulin, transplant services and respiratory services. Coram can also provide national distribution of Aralast and Synagis. Coram s subsidiary company, CTI Network, offers in-home clinical trial data services to companies seeking FDA approval for drugs and devices. Coram Healthcare has a location in San Diego, Calif.",808201,Home Health Service,621610,Home Health Care Services,100,"$6,395,000 ",,,
,Excel Home Health,,,5575 Lake Park Way # 220,La Mesa,CA,91942,,(619) 460-6622,Excelhomehealth.Com,,,"Excel Home Health is a home health care and medical staffing agency licensed by the California Department of Health Services. It is a locally-owned and operated health care provider that has been serving customers in San Diego County, Calif., since 1994. The agency offers physical, occupational and speech therapies, as well as skilled nursing, medical social and hospice care services. Excel Home Health s medical staffing division provides supplemental staffing services to hospitals, nursing homes, psychiatric units and clinics. It offers placement of registered and licensed vocational nurses, certified nursing assistants and mental health staff. The Medicare and Medi-Cal certified agency provides respiratory, cardiac, pulmonary, diabetic and wound care services. Excel Home Health is located in La Mesa, Calif.",808201,Home Health Service,621610,Home Health Care Services,100,"$6,395,000 ",,,
,Tri City Home Health,,,2095 W Vista Way # 220,Vista,CA,92083,,(760) 940-5800,Tricitymed.Org,,,"The Tri-City Hospice provides specialized medical care and social services, home health aides, counseling and volunteer services to home care patients. It works with a team of health care professionals that include physicians, registered nurses, clinical social workers, home health aides, chaplains, bereavement counselors and volunteers. It provides a variety of programs, such as management of disease symptoms, spiritual counseling, coordination with other community resources, support for patients and families, and grief and bereavement counseling. It also provides 24-hour professional support, volunteer-based practical assistance, companionship and individualized interventions. It is a certified Medicare hospice and home care agency, a portion of the cost for care is covered by some private insurance companies. Tri-City Hospice is operated by the Tri-City Medical Center and located in Vista, Calif.",808201,Home Health Service,621610,Home Health Care Services,100,"$6,395,000 ",,,
,Four Points By Sheraton Sn Dg,,,8110 Aero Dr,San Diego,CA,92123,Kearny Mesa,(858) 277-8888,Fourpoints.Com,,,"Welcome to the Four Points by Sheraton San Diego. We're here to make your stay fun, friendly, and comfortable. Located near many corporate offices & major attractions.",701101,Hotels & Motels,721110,Hotels (Except Casino Hotels) & Motels,100,"$12,359,000 ",,,
,Grande Colonial Hotel,,,910 Prospect St,La Jolla,CA,92037,Village,(858) 454-2181,Gclj.Com,,,"The Grande Colonial Hotel, located on bustling Prospect Street in the heart of La Jolla, Calif., is the seaside community's oldest, original hotel. Colonial Apartments and Hotel, as it was known when it opened for business in 1913, was the talk of the town and a foundation for the community. The original hotel, designed by Richard Requa, was redone by architect Frank Stevenson in the 1920s. The Colonial Hotel had the first sprinkler system west of the Mississippi. It late became the temporary home to some of Hollywood s up-and-coming stars, such as Charlton Heston, Groucho Marx and Jane Wyatt. The European-style hotel still overlooks La Jolla s coves and beaches.",701101,Hotels & Motels,721110,Hotels (Except Casino Hotels) & Motels,100,"$12,359,000 ",,,
,Homewood Suites,,,2137 Pacific Hwy # B,San Diego,CA,92101,Harborview,(619) 696-7000,Homewoodsuites3.Hilton.Com,,,,701101,Hotels & Motels,721110,Hotels (Except Casino Hotels) & Motels,100,"$10,773,000 ",,,
,Radisson,,,2611 Commerce Way,Vista,CA,92081,,(760) 599-3000,Radisson.Com,,,,701101,Hotels & Motels,721110,Hotels (Except Casino Hotels) & Motels,100,"$12,359,000 ",,,
,Radisson-Edwardian Hotel Sales,,,200 N Las Posas Rd,San Marcos,CA,92069,,(760) 599-3900,Radisson.Com,,,,701101,Hotels & Motels,721110,Hotels (Except Casino Hotels) & Motels,100,"$12,359,000 ",,,
,Sheraton-Mission Valley,,,1433 Camino Del Rio S,San Diego,CA,92108,Mission Valley East,(619) 260-0111,Starwoodhotels.Com/Sheraton,,,"Welcome to the Sheraton Mission Valley San Diego Hotel. Our location provides convenient access to downtown San Diego, Sea World, historic Gaslamp District and beaches.",701101,Hotels & Motels,721110,Hotels (Except Casino Hotels) & Motels,100,"$12,359,000 ",,,
,West Inn & Suites,,,4970 Avenida Encinas,Carlsbad,CA,92008,,(760) 448-4500,Westinnandsuites.Com,,,"West Inn & Suites is a boutique-style hotel that offers a variety of accommodation options. The inn offers more than 80 luxury rooms and suites. Its in-room amenities include televisions, DVD players, irons and ironing boards, hair dryers, coffeemakers, microwaves, refrigerators, in-room safes, bathrobes and rollaway beds. West Inn & Suites offers wireless Internet access, bottled water, 24-hour room service, evening turndown assistance and complimentary shuttle services. Its facilities include an outdoor heated pool with Jacuzzi, library, fitness center and restaurant. In addition, the inn provides complimentary underground parking and on-site laundry facilities. West Inn & Suites is located in Carlsbad, Calif.",701101,Hotels & Motels,721110,Hotels (Except Casino Hotels) & Motels,100,"$12,359,000 ",,,
,Aig Direct,,,9640 Granite Ridge Dr # 200,San Diego,CA,92123,Serra Mesa,(858) 309-3000,Aigdirect.Com,,,"Located in San Diego, Matrix Direct is one of the leading providers of various insurance plans. Its cancer care insurance covers in- and out-of-hospital medical services, such as chemotherapy, transplants and intensive care unit confinement. Matrix Direct offers various insurance services for adult, children, accidental death and health. The company also offers auto, travel and pet insurances for its clients. Matrix Direct provides insurance from various companies, such as American General Life Insurance Company, American Mayflower Life Insurance Company of New York, Prudential Insurance Company of America and Genworth Financial. Additionally, the company provides free online insurance quotes and forms to its clients.",641112,Insurance,524210,Insurance Agencies & Brokerages,100,"$32,803,000 ",,,
,Northwestern Mutual Financial,,,600 W Broadway # 600,San Diego,CA,92101,Core-Columbia,(619) 230-8015,Northwesternmutual.Com,,,"Northwestern Mutual Financial Network provides financial service solutions for residential and commercial clients. The network provides access to a nationwide network of representatives, advisors and specialists for financial matters. The company s network includes Northwestern Mutual Life Insurance Company, Northwestern Long Term Care Insurance Company, Strategic Employee Benefit Services, Russell Investment Group, Northwestern Mutual Investment Services, Mason Street Funds, Estate Strategies, Network Planning Advisors, Northwestern Mutual Wealth Management Company and The Todd Organization. Services provided include personal needs analysis, retirement solutions, education funding, asset and income protection, employee and executive benefits, financial planning, business and estate analysis, investments and trust services. Northwestern Mutual Financial Network maintains an office in San Diego.",641112,Insurance,524210,Insurance Agencies & Brokerages,100,"$16,402,000 ",,,
,Zenith Insurance,,,7676 Hazard Center Dr # 1200,San Diego,CA,92108,Mission Valley East,(619) 299-6252,Thezenith.Com,,,"Founded in 1977, Zenith Insurance Company specializes in providing workers' compensation insurance. The company maintains operations in more than 40 U.S. states and the District of Columbia. It is a subsidiary of Zenith National Insurance Corporation, which is a holding company with assets of over $2 billion. Zenith Insurance Company serves the agriculture, automobile, construction, food service, hospitality, health care, manufacturing and retail sectors. The company has expertise in handling matters related to insurance fraud, loss control and prevention, and medical and claims management. Zenith Insurance Company also conducts regional training seminars on various topics, including workers' compensation, return to work program implementation, disaster recovery, defensive driving, and accident and fraud investigations.",641112,Insurance,524210,Insurance Agencies & Brokerages,100,"$16,402,000 ",,,
,Senscom Inc,,,11750 Sorrento Valley Rd # 100,San Diego,CA,92121,Torrey Preserve,(858) 362-3600,Senscom.Com,,,"Based in San Diego, SensCom is a leading mobile wireless data communication solutions provider. The company's technology allows organizations to offer secure wireless access to time-sensitive information through comprehensive solutions that include the planning, implementation, training and operation of secure, wireless data communication systems. SensCom's Hand-Held Trading system enables financial institutions to provide secure, reliable, anytime, anywhere trading capabilities to each customer's mobile phone, personal digital assistant, two-way pager, laptop or hand-held computer. Hand-held trading gives customers access to the same services, they would find available at a brokerage firm or online. Customers can trade stocks and other securities, manage portfolios, edit trading orders, and receive stock quotes, news updates and financial information alerts.",737415,Internet Service,518210,"Data Processing, Hosting & Related Services",100,"$24,056,000 ",,,
,EBLVD.COM,,,2244 Faraday Ave # 120,Carlsbad,CA,92008,,(760) 727-7277,Desktopsharingservice.Com,,,"Founded in 2001, EBLVD is a privately held company that offers Web-based communication software and professional remote access tools. The company provides Web conferencing and training services. It also schedules online meetings and presentations. EBLVD offers desktop sharing, meeting registration and automatic screen resizing solutions. The company s clients include K&A Industries, Master New Media, CNC Services, Inimage Software and Serran Technologies. It also provides Voice Over Internet Protocol solutions. EBLVD offers support center and remote desktop sharing solutions. The company offers file transfer, instant messaging and surveying services. It maintains an online document library.",489907,Internet Webcasting,517919,All Other Telecommunications,100,"$41,604,000 ",,,
,Hidden Valley Investments Inc,,,1550 Auto Park Way,Escondido,CA,92029,Vineyard,(760) 745-7221,Qualitychevy.Com,,,,621111,Investments,523910,Miscellaneous Intermediation,100,"$58,124,000 ",,,
,GMI Building Svc,,,8001 Vickers St,San Diego,CA,92111,Kearny Mesa,(858) 279-6262,Gmiweb.Com,,,"GMI provides building, trade and guard management services. The company s in-house technicians have extensive experience working with all types of repairs. Its facility solutions include concrete, masonry, painting, traffic control, electrical, plumbing, tenant improvements, drywall, welding, water damage and mold removal services. Its guard management services consist of security technology, security force management as well as security analysis and planning. The company utilizes cross training and rotating of its employees through different specialist positions to provide a more flexible, versatile team of employees. GMI is headquartered in San Diego, Calif.",734902,Janitor Service,561720,Janitorial Services,100,"$9,302,000 ",,,
,Nitto Denko Technical Corp,,,501 Via Del Monte,Oceanside,CA,92058,Oceanside Municipal Airport,(760) 435-7011,Ndtcorp.Com,,,,873101,Laboratories-Research & Development,541714,Research-Devmnt In Biotechnology (Except Nanobio),100,$0 ,,,
,Quantum Design,,,6325 Lusk Blvd,San Diego,CA,92121,Sorrento Valley,(858) 481-4400,Qdusa.Com,,,"Quantum Design offers three major product lines: the magnetic property measurement system, physical property measurement system and a line of radio frequency and direct current SQUID sensors and electronics. A privately held company, Quantum Design s customer base comes from throughout the world. Quantum Design is located in San Diego.",382698,Laboratory Analytical Instruments (Mfrs),334516,Analytical Laboratory Instrument Manufacturing,100,"$22,008,000 ",,,
,Land Graphics Enterprises Inc,,,5752 Kearny Villa Rd,San Diego,CA,92123,Kearny Mesa,(858) 541-1600,Tylervelez.Com,,,"Established in 1985, LandGraphics is a family-owned business that offers landscape installation and management services. The company provides maintenance services for a variety of commercial properties, including hospitals, shopping centers, business parks, apartment communities and office buildings. Its staff is comprised of arborists, foreman, field supervisors and landscape technicians. LandGraphics offers shrub care, soil analysis and fertilization services. The company provides construction and repair services for irrigation systems. It additionally offers enhancement services for turfs and ground covers. LandGraphics provides seasonal color and preventative maintenance programs for flower beds. The company offers water monitoring, tree trimming and plant health care services. Located in San Diego, it also operates a 24-hour functional customer care department.",78204,Landscape Contractors,561730,Landscaping Services,100,"$7,026,000 ",,,
,Land Graphics Enterprises Inc,,,5752 Kearny Villa Rd,San Diego,CA,92123,Kearny Mesa,(858) 541-1600,Tylervelez.Com,,,"Established in 1985, LandGraphics is a family-owned business that offers landscape installation and management services. The company provides maintenance services for a variety of commercial properties, including hospitals, shopping centers, business parks, apartment communities and office buildings. Its staff is comprised of arborists, foreman, field supervisors and landscape technicians. LandGraphics offers shrub care, soil analysis and fertilization services. The company provides construction and repair services for irrigation systems. It additionally offers enhancement services for turfs and ground covers. LandGraphics provides seasonal color and preventative maintenance programs for flower beds. The company offers water monitoring, tree trimming and plant health care services. Located in San Diego, it also operates a 24-hour functional customer care department.",78204,Landscape Contractors,561730,Landscaping Services,100,"$7,026,000 ",,,
,Landsystems Inc,,,8380 Miramar Mall # 224,San Diego,CA,92121,Sorrento Valley,(858) 558-0542,Landsystems.Biz,,,"Landsystems is a full-service landscape management company that serves the commercial market sector. The company offers services for office and industrial properties, retail shopping centers, homeowner associations, apartment communities, and hotels and resorts. Landsystems has various professional affiliates, such as California Landscape Contractors Association, Building Owners & Managers Association, Institute of Real Estate Managers and the California Association of Community Managers. Its services include landscape grounds maintenance, irrigation retrofit and repair, seasonal color design and installation, landscape enhancement, and landscape architecture and planning. Landsystems additionally offers a variety of arbor services. The company is located in San Diego.",78204,Landscape Contractors,561730,Landscaping Services,100,"$7,026,000 ",,,
,Park West Construction,,,480 S Quince St,Escondido,CA,92025,Central Escondido,(760) 839-8300,Parkwestlandscape.Com,,,,78204,Landscape Contractors,561730,Landscaping Services,100,"$7,026,000 ",,,
,Park West Landscape Mntnc,,,529 W 4th Ave,Escondido,CA,92025,Central Escondido,(760) 743-3513,Parkwestlandscape.Com,,,,78204,Landscape Contractors,561730,Landscaping Services,100,"$7,026,000 ",,,
,Terra Firma Landscape Co,,,9520 Candida St,San Diego,CA,92126,Miramar,(858) 408-3700,Tflandscape.Com,,,"Terra Firma Landscape, which is based in San Diego, is the bearer of some of the building community s highest awards. The landscaping company has capabilities in a variety of fields, such as irrigation, decorative concrete, masonry, water features, swimming pools, woodwork, drainage and grading. Terra Firm also has extensive design and build experience. In addition, the company has a residential sales arm called Creative Touch Exteriors. The company has created the Landscape Lifestyle Program, which allows customers to develop plans for their outdoor environments while their homes are being built. The program includes an initial appointment, concept plan review, material and plant selections, construction process and maintenance. Terra Firma was established in 1976.",78204,Landscape Contractors,561730,Landscaping Services,100,"$7,026,000 ",,,
,Tru Green,,,770 Metcalf St,Escondido,CA,92025,Central Escondido,(760) 747-1174,Trugreen.Com,,,"TruGreen ChemLawn has helped put the green back into lawns since 1974. TruGreen, the world s largest lawn and landscape company, started as a small private company. It has grown to serve more than 3.4 million residential and commercial customers across the United States with lawn care, tree and shrub care and landscaping services. TruGreen ChemLawn and TruGreen LandCare are among TruGreen s brands. For years, TruGreen has been an industry leader in the development of new technology for lawn care. TruGreen devotes resources to continually evaluate new products and equipment and develop better methods for taking care of grass, trees and shrubs. Each TruGreen lawn specialist is a tenured full-time employee who must complete a rigorous training program before being certified by the company. TruGreen ChemLawn is a home service brand of parent company ServiceMaster, which provides outsourcing services for residential and commercial customers. TruGreen ChemLawn has locations throughout the United States, including Escondido, Calif.",78206,Lawn & Grounds Maintenance,561730,Landscaping Services,100,"$7,026,000 ",,,
,LA Costa Limousine,,,2770 Loker Ave W,Carlsbad,CA,92010,,(760) 727-3382,Lacostalimo.Com,,,"La Costa Limousine focuses on corporate and private business. The company is tailored to help the professional meet all of his or her travel and transportation needs. Its computer system is state of the art. The office is staffed 24 hours a day, 365 days a year, with a reservationist and dispatcher. Customers will never speak with an answering service or answering machine. The mission at La Costa Limousine is to provide safe, clean and reliable high-end transportation. The company achieves this with the highly trained friendly chauffeurs, the newest and cleanest vehicles and the commitment to provide clients with the best service possible.",411903,Limousine Service,485320,Limousine Service,100,"$7,201,000 ",,,
,Southern Glazer's Wine-Spirits,,,10730 Scripps Ranch Blvd,San Diego,CA,92131,Scripps Ranch,(858) 635-9520,Southernwine.Com,,,"Founded in 1969, Southern Wine & Spirits of California offers a range of alcoholic and nonalcoholic beverages. It maintains a staff of more than 2,500 employees. The company provides varieties of vodka, energy drinks and wines. Southern Wine & Spirits of California s suppliers include Abarbanel Wine Company, Beam Wine Estates and Bedford Brands. The company offers tequila from the Comisario brand. It provides online ordering services. Southern Wine & Spirits of California is a division of Southern Wine & Spirits, which is one of the leading wine and spirits wholesalers in the United States. Also known as SWS, the parent company conducts operations in over 25 U.S. states.",518201,Liquors-Wholesale,424820,Wine & Distilled Alcoholic Beverage Mrchnt Whlsrs,100,"$192,487,000 ",,,
,Western CNC,,,1001 Park Center Dr,Vista,CA,92081,,(760) 597-7000,Westerncnc.Com,,,"Western CNC has more than 57,000 square-feet of manufacturing space. The company is a privately held job shop, machine shop and manufacturing company that specializes in computer numerically controlled milling and turning. The company has more than 30 machining centers, most with pallet changers, to meet the demands for high volume production. The shop operates 24-hours a day, six-days a week. Western CNC serves numerous industries, including aerospace, electronics, medical and sporting goods. The company has more than 100 employees and has been in business since 1980. The company is located in Vista, Calif.",359903,Machine Shops (Mfrs),332710,Machine Shops,100,"$11,599,000 ",,,
,Wartsila Dynamic Positioning,,,12131 Community Rd # A,Poway,CA,92064,,(858) 679-5500,Wartsila.Com,,,"L-3 Communications offers a range of staffing solutions in the areas of enterprise information technology, maritime and intelligence solutions. The company provides linguist and battle simulation jobs, as well as serves the government and commercial markets. Its employee benefit programs feature medical, dental, vision, life insurance and employee stock purchase plans. L-3 Communications provides job opportunities for linguistics in overseas locations, such as Iraq and Afghanistan to support translation and interpretation requirements of the US Army and the Department of Defense. The company is comprised of L-3 Corporation and its partners CACI and Alion. It serves intelligence agencies, as well as focuses on homeland security.",366303,Marine Electronics Mfrs,334220,Radio & TV Broadcasting & Wireless Comm Equip Mfg,100,$0 ,,,
,Epsilon Data Management,,,9525 Towne Centre Dr # 200,San Diego,CA,92121,University City,(858) 900-3600,Epsilon.Com,,,,874213,Marketing Programs & Services,541613,Marketing Consulting Services,100,"$11,386,000 ",,,
,Epsilon Systems Solutions Inc,,,9242 Lightwave Ave # 100,San Diego,CA,92123,Kearny Mesa,(619) 702-1700,Epsilonsystems.Com,,,"Epsilon Systems Solutions was founded in 1998 to provide innovative technical and operational solutions to government, commercial and nonprofit businesses. Its core capabilities revolve around marine and industrial field services; manufacturing and installation services; security services; aviation services; and marine project management and technical support services. Epsilon Systems  other sectors include information technology and communications; fleet engineering services, nuclear operations and environmental management and products. The company works primarily in the defense, energy and homeland security contracting arenas. It has several offices throughout the country, including in Bedford, Texas, and Oak Ridge, Tenn. Its headquarters is in San Diego.",874213,Marketing Programs & Services,541613,Marketing Consulting Services,100,"$11,386,000 ",,,
,Homes Media Solutions,,,5510 Morehouse Dr # 100,San Diego,CA,92121,Sorrento Valley,(858) 535-9332,Homes.Com,,,"Homes.com is a real estate company that specializes in the buying and selling of residential and commercial properties. It deals in residential lots, townhomes, condominiums, multifamily units, and rental and commercial properties. The company provides information and assistance with a variety of mortgages, home loans and refinancing options, as well as helps clients calculate monthly payments. It conducts property searches, arranges virtual tours, and provides featured listings and buyer and seller tips. Homes.com also offers relocation services that include utility transfers and moving options. In addition, it provides information related to nearby schools and communities. Homes.com is a division of Dominion Enterprises, which is a media and information technology company that supplies the real estate industry with marketing and advertising solutions.",874213,Marketing Programs & Services,541613,Marketing Consulting Services,100,"$11,386,000 ",,,
,Trans World Media,,,2052 Corte Del Nogal,Carlsbad,CA,92011,,(760) 722-7777,Grindtv.Com,,,"Transworld Media is a subsidiary of Time4 Media, a publisher of men's-oriented special interest magazines. The company publishes six different magazines, including Transworld Skateboarding, Transworld Snowboarding, Transworld Surf, Transworld Motocross, Transworld Business and ride BMX. The company is headquartered in Oceanside, Calif.",874213,Marketing Programs & Services,541613,Marketing Consulting Services,100,"$11,386,000 ",,,
,New Dimension Masonry Inc,,,1018 Cudahy Pl # A,San Diego,CA,92110,Morena,(619) 276-5000,Ndminc.Com,,,"Founded in 1984, New Dimension Masonry is a building contractor that specializes in stone and masonry for homes, landscaping and commercial building. The company undertakes projects that include fire stations, churches, shopping centers, casinos and offices. It uses materials provided by local suppliers, such as Angelus Block Company, RCP Block & Brick, A & A Ready Mixed Concrete, SPEC MIX and Superior Ready Mix. New Dimension Masonry s clients include Bomel Construction, Douglas E. Barnhart Construction, DPR Construction, Echo Pacific Construction, Edge Development and Eleven Western Builders. The company is a member of the Mason Contractors Association of San Diego and the Masonry Industry Training Association. New Dimension Masonry maintains its headquarters in San Diego.",174101,Masonry Contractors,238140,Masonry Contractors,100,"$14,401,000 ",,,
,Western Boxed Meat,,,1022 Bay Marina Dr # 106,National City,CA,91950,National City,(619) 477-0185,Harvestmeat.Com,,,"Western Boxed Meat is a wholesale meat distributing company located in Portland, Ore. Its meat products include beef, pork, poultry, lamb, seafood, veal, cheese, processed meats and quick serve food products. Its service area includes Washington, Oregon, Idaho, Alaska, Montana, Arizona and Northern California. Western Boxed Meat has been in business for more than 20 years and became a part of the Harvest family of companies in 1988. Harvest Meat Company, with headquarters in National City, Calif., owns and operates seven refrigerated warehouse locations and a fleet of 100 trucks that serve more than 5,000 customers in 30 states in the United States.",514704,Meat-Wholesale,424470,Meat & Meat Product Merchant Wholesalers,100,$0 ,,,
,Nurse Finders Inc,,,12400 High Bluff Dr # 100,San Diego,CA,92130,Carmel Valley,(858) 792-0711,Nursefinders.Com,,,"Nursefinders is a medical staffing company that provides a range of travel nursing, home health care, therapy and allied health jobs. It specializes in placing physicians and related personnel in contract and permanent positions. The company offers employment opportunities for speech language pathologists, laboratory technicians, pharmacists, radiology and imaging professionals, and physical and occupational therapists. Nursefinders has placed more than 3 million nurses in over 10 million shifts and nearly 30 million home care visits. Its clients include clinics, physicians, nursing homes and direct placement agencies. The company has locations in approximately 30 states and maintains more than 120 health care staffing offices. Nursefinders is a member of the American Staffing Association and the Workers  Compensation Risk Certification.",736305,Medical Services-Temporary,561330,Professional Employer Organizations,100,$0 ,,,
,Nurses RX,,,12400 High Bluff Dr # 100,San Diego,CA,92130,Carmel Valley,(858) 792-0711,Nursesrx.Com,,,"Founded in 1990, NursesRx is a leading travel nursing company, offering thousands of facility choices in all 50 states. NursesRx is an AMN Healthcare company, the largest healthcare staffing company in the United States. Due to its high standards of professionalism and quality, NursesRx was selected as the premier provider of dialysis health care professionals for Fresenius Medical Care (FMS), the world s largest provider of dialysis products and services. The FMS network includes over 2,000 dialysis clinics around the world and provides dialysis treatment to more than 160,000 patients, giving NursesRx access to exciting opportunities across all 50 states NursesRx was first recognized by The Joint Commission with its Gold Seal of Approval for the Health Care Staffing Services program in 2005. NursesRx was the first company in the United States to be certified as part of a corporate review.",736305,Medical Services-Temporary,561330,Professional Employer Organizations,100,$0 ,,,
,Siddha Yoga Meditation Ctr,,,10346 Roselle St # D,San Diego,CA,92121,Sorrento Valley,(858) 452-3151,Symcsandiego.Org,,,,869910,Meditation Instruction,813410,Civil & Social Organizations,100,$0 ,,,
,Weldmac Manufacturing Co,,,1533 N Johnson Ave,El Cajon,CA,92020,,(619) 440-2300,Weldmac.Com,,,"Weldmac Manufacturing, located in El Cajon, Calif., supplies precision sheet metal and machined and welded assemblies to the aerospace industry, United States Military and commercial customers throughout the United States. Established in 1968, its products include exhaust fans, tanks, covers, dissipators, diaphragms and flowers. Weldmac s specialized capabilities include hydroforming, engineering, CAD/CAM/CAE design, laser cutting, machining, sheetmetal fabrication, welding, non-destructive testing and quality assurance. The company s customer list includes BF Goodrich Aerospace, Boeing, Astech, Capstone, Pratt & Whitney and Rocketdyne.",349903,Metal Goods-Manufacturers,332999,All Other Misc Fabricated Metal Product Mfg,100,"$11,972,000 ",,,
,Harcon Precision Metals Inc,,,1790 Dornoch Ct,San Diego,CA,92154,Otay Mesa,(619) 423-5544,Harcon-Precision.Com,,,,505115,Metals-Base (Whls),423510,Metal Service Ctrs & Other Metal Merchant Whls,100,"$189,167,000 ",,,
,Allstate Moving Systems,,,12356 Mcivers Ct # A,Poway,CA,92064,,(858) 746-1000,Unitedvanlines.Com,,,"United Van Lines is here to provide personalized service, wherever your next move takes you. We offer a variety of services including: residential, military, government, office moves, and corporate.",751302,Moving Supplies & Equipment,532120,"Truck, Utility Trailer & Rv Rental & Leasing",100,"$34,900,000 ",,,
,Music Doctors,,,11929 Handrich Dr,San Diego,CA,92131,Scripps Ranch,(619) 417-2508,Yochanan.Com,,,"Yochanan Sebastian Winston, aka 'The Music Doctor' is a music production enterprise.  We do live performances, lessons, production, composing, arranging and recording.",573609,Music Dealers,451140,Musical Instrument & Supplies Stores,100,"$211,000 ",,,
,Hispanos Unidos,,,675 W Grand Ave,Escondido,CA,92025,Central Escondido,(760) 740-9561,Hispanosunidosnews.Com,,,,271101,Newspapers (Publishers/Mfrs),511110,Newspaper Publishers,100,"$12,418,000 ",,,
,Pardee Tree Nursery,,,30970 Via Puerta Del Sol,Oceanside,CA,92057,,(760) 630-5400,Pardeetree.Com,,,"Pardee Tree Nursery is the largest wholesale tree nursery in San Diego County. The company, which has supplied the landscape industry for more than 25 years, serves clients in California, Nevada, Arizona, Oregon, Washington and Texas. Pardee Tree Nursery operates on more than 300 acres in the San Luis Rey River Valley and provides its products and services to a multitude of landscape contractors and architects. The company s products include several varieties of trees and shrubs, such as Abelia, Acacia, Cassia, Cyprus, Eucalyptus, Ficus, Hibiscus, Hydrangea, Juniper, Magnolia, Pyrus, Rose and Salvia. Pardee Tree Nursery is based in Bonsall, Calif.",519306,Nurseries-Plants Trees & Etc-Wholesale,424930,"Flower, Nursery Stock/Florists Supls Mrchnt Whlsrs",100,"$60,321,000 ",,,
,Evergreen Nursery,,,13650 Carmel Valley Rd,San Diego,CA,92130,Torrey Highlands,(858) 481-0622,Evergreennursery.Com,,,"Evergreen Nursery is one of the largest, wholesale garden centers in San Diego. It offers a range of trees, ground covers, mulches, bedding plants and flowers. The nursery serves customers in Southern California. Evergreen Nursery also provides a line of soils and landscape materials, such as decomposed granite, fill dirt, seed covers, decorative barks and wood shavings. The nursery offers green waste recycling services. It additionally provides a selection of trees, including Agave vilmoriniana, Alnus rhombifolia, Asplenium bulbiferum and Berberis atropurpurea. The nursery offers a variety of fruits that includes blackberries, pomegranates, apricots and oranges. Evergreen Nursery provides delivery services.",526108,Nurserymen,444220,"Nursery, Garden Center & Farm Supply Stores",100,"$20,268,000 ",,,
,Shell Trading Co,,,4445 Eastgate Mall # 100,San Diego,CA,92121,University City,(858) 320-1500,Shell.Com,,,,131106,Oil Crude,211120,Crude Petroleum Extraction,100,"$123,749,000 ",,,
,ADP,,,1450 Frazee Rd # 601,San Diego,CA,92108,Mission Valley East,(619) 293-4800,Adp.Com,,,"ADP provides Human Capital Management solutions for Payroll Services, Human Resource Management, Employee Benefits Administration, Talent Management, Tax Compliance, PEO, & BPO for any size employer.",872106,Payroll Preparation Service,541214,Payroll Services,100,"$14,255,000 ",,,
,Tri-Ad,,,221 W Crest St # 300,Escondido,CA,92025,Central Escondido,(760) 743-7555,Tri-Ad.Com,,,"Established in 1974 and headquartered in Escondido, Calif., TRI-AD is a locally owned, benefits design and administration firm. It provides consulting and administration services. It has more than 80 employees and over 1,000 clients. The firm provides assistance for clients in designing and administering retirement programs. It provides various account administration services, such as claims adjudication and reimbursement, payroll processing, and online inquiry and banking services. The firm also provides account balance reporting and monthly management reports. It helps in plan documentation and filing, compliance testing and trust accounting. TRI-AD is located in Escondido, Calif.",637102,Pension & Profit Sharing Plans,525110,Pension Funds,100,"$113,520,000 ",,,
,Tri City Orthopedic Surgery,,,1958 Via Ctr,Vista,CA,92081,,(760) 477-1350,Orthonorthcounty.Com,,,,801101,Physicians & Surgeons,621111,Offices Of Physicians (Exc Mental Health Specs),100,"$21,542,000 ",,,
,UCSD Perinatal,,,200 W Arbor Dr # 8433,San Diego,CA,92103,Hillcrest,(619) 543-2384,Ucsd.Edu,,,,801101,Physicians & Surgeons,621111,Offices Of Physicians (Exc Mental Health Specs),100,"$4,076,000 ",,,
