ranking,company,first_name,last_name,address,city,state,zip,neighborhood,phone,website,email,short_description,description,sic,sic_description,naics,naics_description,employees,revenue,tags,notes,username
,Recruiters Unlimited,,,28508 Meadow Glen Way W,Escondido,CA,92026,,(760) 751-1400,Recruitersunlimited.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,Resolutions,,,462 Stevens Ave # 104,Solana Beach,CA,92075,Solana Beach,(858) 350-0011,Resolutions-Llc.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,12,"$1,116,000 ",employment,,
,RGB Group Inc,,,2602 State St,San Diego,CA,92103,Midtown,(619) 293-3377,Rgbgroupinc.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Rolls Livery-Rolls Royce Limo,,,13490 Highway 8 Business # 149,Lakeside,CA,92040,,(619) 518-7655,Rollslivery.Com,,,,411903,Limousine Service,485320,Limousine Service,2,"$145,000 ",employment,,
,Roth Staffing,,,2111 Palomar Airport Rd # 160,Carlsbad,CA,92011,,(760) 602-1232,Ultimatestaffing.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Royalty Staffing,,,330 A St # 221,San Diego,CA,92101,Core-Columbia,(619) 940-7524,Royaltystaffing.Net,,,,736101,Chauffeur Service,561311,Employment Placement Agencies,4,"$372,000 ",employment,,
,Safe & Sound Nannies,,,12625 High Bluff Dr # 312,San Diego,CA,92130,Carmel Valley,(858) 551-8080,Safeandsoundnannies.Com,,,,736124,Nannies,561311,Employment Placement Agencies,4,"$372,000 ",employment,,
,Sale Starter,,,6179 El Camino Real,Carlsbad,CA,92009,,(760) 607-7300,Salesstarter.Com,,,"We offer candidates and clients personal service and professionalism in the recruiting process. Each search is handled with great care and confidentiality. Our objective is to begin long term, successful relationships. Your referral is most important to us that's how we build our business. Sale Starter is run by David Kochanek, a driven professional focused on finding top performing senior salespeople and top healthcare executives. He has deep experience in sales, operations, product development and systems implementation experience brings a complete perspective to the hiring process. He works closely with clients to determine the exact qualifications and screen candidates extensively to ensure their experience and needs are appropriate for the position and culture offered.",736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,San Diego Dental Personnel Svc,,,5360 Jackson Dr # 212,La Mesa,CA,91942,,(619) 464-5655,Sddps.Com,,,"We are the premier employment and staffing agency for dentists, dental hygienists and assistants. We're looking for educated and dedicated dental professionals who have a passion for the profession. Call us to get connected to the area's finest dental offices and jobs, and get on track toward a rewarding career in the dental field!",736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,3,"$279,000 ",employment,,
,San Diego Insurance Staffing,,,3717 Camino Del Rio S,San Diego,CA,92108,Mission Valley East,(619) 528-8434,Sdistaffing.Com,,,,641112,Insurance,524210,Insurance Agencies & Brokerages,5,"$821,000 ",employment,,
,San Diego Workforce,,,1949 Avenida Del Oro # 106,Oceanside,CA,92056,Ivey Ranch - Rancho Del Oro,(760) 631-6150,Workforce.Org,,,"Operational since 1974, The San Diego Workforce Partnership Inc. has been a non profit public benefit corporation. Based in Oceanside, Calif., the organization is committed in coordinating a workforce development system that ensures a skilled and productive workforce throughout the San Diego region. It is one of the leaders in workforce development issues and a source of information on the region's current and projected labor market. The organization offers job seekers and employers with information on wage, salary data, occupational projection, employment statistics, education and economic news. The San Diego Workforce Partnership Inc. has a youth division that helps the youth between 14 to 21 years plan educational goals through a network of community-based youth service providers.",912103,Government Offices-County,921120,Legislative Bodies,35,$0 ,employment,,
,San Diego Workforce Prtnrshp,,,330 Park Blvd,San Diego,CA,92101,East Village,(619) 231-4289,Metrocareercenters.Org,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,SANDIEGODOWNSYNDROME.ORG,,,12355 Linroe Dr,Lakeside,CA,92040,,(619) 708-5636,Sandiegodownsyndrome.Org,,,,839919,Charitable Institutions,813311,Human Rights Organizations,10,$0 ,employment,,
,Sdi Staffing,,,3717 Camino Del Rio S,San Diego,CA,92108,Mission Valley East,(619) 528-8434,Sdistaffing.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,6,"$558,000 ",employment,,
,Seaside Nannies Inc,,,12682 Lupita Ct,San Diego,CA,92130,Carmel Valley,(619) 881-8887,Seasidestaffingcompany.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,1,"$93,000 ",employment,,
,Sedona Staffing Svc,,,2792 Gateway Rd # 101,Carlsbad,CA,92009,Bressi Ranch,(760) 431-1705,Sedonacarlsbad.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,4,"$372,000 ",employment,,
,Select Group,,,9339 Genesee Ave # 320,San Diego,CA,92121,University City,(858) 569-0584,Selectgroup.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Silverman Search,,,2640 Caminito Carino,La Jolla,CA,92037,Hidden Valley,(858) 456-8589,Silvermanandassociates.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,2,"$186,000 ",employment,,
,Siu Investigations,,,1286 University Ave # 715,San Diego,CA,92103,Hillcrest,(619) 251-7898,Thesiu.Com,,,"With over 140 years of experience, The SIU.com Investigations provides a wide variety of investigative services with the professionalism you would expect. We also provide background checks on the front end which can save your hundreds and even thousands of dollars in the long run.",738108,Investigators,561611,Investigation Services,2,"$120,000 ",employment,,
,South Coast Anesthesia,,,29724 Platanus Dr,Escondido,CA,92026,,(760) 297-1284,Sca-Inc.Com,,,,801101,Physicians & Surgeons,621111,Offices Of Physicians (Exc Mental Health Specs),2,"$431,000 ",employment,,
,South Pacific Vacations,,,739 Arden Dr,Encinitas,CA,92024,,(760) 230-6635,Southpacific-Vacations.Com,,,,472402,Travel Agencies & Bureaus,561510,Travel Agencies,3,"$320,000 ",employment,,
,Spencer GRAY LLC,,,2744 Villas Way,San Diego,CA,92108,Mission Valley East,(619) 281-3900,Spencergray.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Staff Smart Inc,,,PO Box 28446,San Diego,CA,92198,,(858) 674-6269,Staffsmart.Net,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,2,"$186,000 ",employment,,
,Staff Works,,,6390 Greenwich Dr # 220,San Diego,CA,92122,University City,(858) 558-1400,Staffworks-Us.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,8,"$744,000 ",employment,,
,Storevik Corp,,,2658 Del Mar Heights Rd # 213,Del Mar,CA,92014,Del Mar Heights,(858) 792-9435,Sfsacorp.Com,,,,736101,Chauffeur Service,561311,Employment Placement Agencies,4,"$372,000 ",employment,,
,Sub Solutions,,,10225 Barnes Canyon Rd # 8206,San Diego,CA,92121,Sorrento Valley,(858) 202-0090,Shubhsolutions.Com,,,,874203,Personnel Consultants,541612,Human Resources Consulting Services,4,"$456,000 ",employment,,
,Sunshine H H A Org Inc,,,8469 LA Mesa Blvd,La Mesa,CA,91942,,(619) 466-8773,Sunshinehomehealthaide.Com,,,,808201,Home Health Service,621610,Home Health Care Services,25,"$1,599,000 ",employment,,
,Surf Side Staffing,,,2904 Escala Cir,San Diego,CA,92108,Mission Valley East,(619) 285-3885,Surfsidestaffing.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Systems Research Group,,,PO Box 230661,Encinitas,CA,92023,,(760) 436-1575,Systemsresearchgroup.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,6,"$558,000 ",employment,,
,Talent Chase,,,175 Calle Magdalena,Encinitas,CA,92024,,(760) 635-8603,Talentchase.Com,,,,792206,Talent Agencies & Casting Services,561311,Employment Placement Agencies,2,"$122,000 ",employment,,
,Tanner & Assoc Inc,,,2350 Highview Trl,Vista,CA,92084,,(760) 598-3363,Biotechsearch.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,3,"$279,000 ",employment,,
,Target C W,,,9475 Chesapeake Dr # A,San Diego,CA,92123,Kearny Mesa,(858) 565-4358,Targetcw.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,11,"$1,023,000 ",employment,,
,Target CW-Contingent Workforce,,,3990 Old Town Ave,San Diego,CA,92110,Old Town,(619) 704-7720,Targetcw.Net,,,,736304,Employment Contractors-Temporary Help,561320,Temporary Help Services,5,"$256,000 ",employment,,
,Tech Locators,,,1785 S Escondido Blvd # B,Escondido,CA,92025,Kit Carson,(760) 747-4600,Techlocators.Com,,,,641112,Insurance,524210,Insurance Agencies & Brokerages,3,"$493,000 ",employment,,
,Ted Elliott & Assoc Inc,,,12750 High Bluff Dr,San Diego,CA,92130,Carmel Valley,(858) 509-9000,Elliottrecruiting.Com,,,"Ted Elliott & Associates was founded in 2001. Ted Elliott & Associates specializes in the placement of finance and accounting professionals on a permanent basis. Our clients consist of technology, telecommunication, biotech, manufacturing, and service companies, ranging from startup to Fortune 500 companies. Ted Elliott & Associates search professionals bring the background, experience and established relationships to locate and attract top talent for clients with accounting and finance needs.",736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,4,"$372,000 ",employment,,
,Teksystems Inc,,,3750 Torrey View Ct,San Diego,CA,92130,Carmel Valley,(972) 481-7000,Teksystems.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Temp Perm Mortgage Staff,,,855 S Main Ave # K390,Fallbrook,CA,92028,,(916) 423-1125,Mortgage-Staff.Com,,,,736304,Employment Contractors-Temporary Help,561320,Temporary Help Services,2,"$103,000 ",employment,,
,Templar Shield Inc,,,350 10th Ave # 1000,San Diego,CA,92101,East Village,(858) 609-9509,Templarshield.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Thera Staff LLC,,,2355 Northside Dr # 100,San Diego,CA,92108,Mission Valley East,(619) 260-2000,Therastaff.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,0,$0 ,employment,,
,Thompson Financial Search,,,5375 Mira Sorrento Pl # 400,San Diego,CA,92121,Sorrento Valley,(858) 452-1200,Thompsonfinancialsearch.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,4,"$372,000 ",employment,,
,Thompson Judy & Assoc,,,5080 Shoreham Pl,San Diego,CA,92122,University City,(858) 623-5912,Jtaa.Net,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,TQM Associates,,,3990 Old Town Ave # C109,San Diego,CA,92110,Old Town,(619) 297-3252,Tqmassociates.Com,,,,736304,Employment Contractors-Temporary Help,561320,Temporary Help Services,3,"$154,000 ",employment,,
,Trans Exec,,,PO Box 1499,La Jolla,CA,92038,,(858) 551-9230,Trans-Exec.Com,,,,736105,Executive Search Consultants,561312,Executive Search Services,1,"$93,000 ",employment,,
,Transition Staffing Group,,,10509 Vista Sorrento Pkwy # 30,San Diego,CA,92121,,(858) 404-9900,Calltsg.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,12,"$1,116,000 ",employment,,
,Travel Placement Svc Inc,,,2647 Gateway Rd # 105-311,Carlsbad,CA,92009,Bressi Ranch,(714) 769-8367,Travelplacement.Com,,,,874203,Personnel Consultants,541612,Human Resources Consulting Services,5,"$570,000 ",employment,,
,Tri Staff Group,,,6336 Greenwich Dr # 100,San Diego,CA,92122,University City,(858) 453-1331,Tristaff.Com,,,"TriStaff Group is a full-service staffing and executive search firm that offers a range of recruitment services. The company has been in operation since 1971. It offers a variety of staffing solutions on a temporary and contractual basis. The company provides online job search options. TriStaff Group specializes in job consulting services. It also operates a selection of call center training programs. The company provides on-site management and labor reporting services. It offers career counseling, resume preparation and interview guidance services. In addition, the company offers online resources for candidates and employers. TriStaff Group provides job placement services for civil engineers, architects, and medical and information technology professionals.",874203,Personnel Consultants,541612,Human Resources Consulting Services,50,$0 ,employment,,
,Trueblue,,,1027 Broadway,El Cajon,CA,92021,,(619) 401-5390,Thetrueblue.Net,,,,736108,Labor Contractors,561311,Employment Placement Agencies,4,"$372,000 ",employment,,
,Union Of Pan Asian Communities,,,9360 Activity Rd # B,San Diego,CA,92126,Miramar,(619) 238-1783,Upacsd.Com,,,,806301,Mental Health Services,622210,Psychiatric & Substance Abuse Hospitals,7,"$860,000 ",employment,,
,United Nursing Intl LLC,,,600 B St # 1570,San Diego,CA,92101,Core-Columbia,(619) 615-0415,Unihcr.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Vaco Resources,,,4250 Executive Sq,La Jolla,CA,92037,University City,(858) 642-0000,Vaco.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,Vera Troy's Agency,,,10771 Black Mountain Rd # 52,San Diego,CA,92126,Mira Mesa,(858) 566-6113,Thehouseservice.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,1,"$93,000 ",employment,,
,Vervago Inc,,,6161 El Cajon Blvd # B,San Diego,CA,92115,Rolando,(619) 270-2375,Awakeningcompassionatwork.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,1,"$93,000 ",employment,,
,Via Technical,,,591 Camino DE LA Reina # 929,San Diego,CA,92108,Mission Valley East,(619) 704-1400,Outsourcetechnical.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,6,"$558,000 ",employment,,
,Vista Adult Education,,,510 Sunset Dr,Vista,CA,92081,,(760) 758-7122,Vistaadultschool.Org,,,,821103,Schools,611110,Elementary & Secondary Schools,150,$0 ,employment,,
,Wendy Ware Designer,,,,San Diego,CA,92101,,(619) 230-1978,Wendywaredesigner.Com,,,,736103,Employment Agencies & Opportunities,561311,Employment Placement Agencies,5,"$465,000 ",employment,,
,West Rhode & Roberts,,,2741 4th Ave,San Diego,CA,92103,Park West,(619) 615-5380,Wrr-Cpa.Com,,,,872101,Accountants,541211,Offices Of Certified Public Accountants,10,"$1,426,000 ",employment,,
