"Company Name","Address","City","State","ZIP Code","Neighborhood","Phone Number","Phone Number Combined","Website","Company Description","Primary SIC Code","Primary SIC Description","Primary NAICS","Primary NAICS Description","Location Employee Size Actual","Location Sales Volume Actual"
"Heritage Golf Group","12750 High Bluff Dr # 4","San Diego","CA","92130","Carmel Valley","7200694","(858) 720-0694","Heritagegolfgroup.Com","Founded in 1999, the Heritage Golf Group offers a range of recreational opportunities. The company maintains more than 20 private and resort golf courses throughout the United States. It has properties in Texas, Georgia, Michigan, Florida, North Carolina and South Carolina. The Heritage Golf Group provides a variety of consulting and management services. The company also offers facility trouble shooting, accounting, and capital project overview and management solutions. It maintains information and financial reporting systems. In addition, the company provides various membership options. The Heritage Golf Group owns and operates TPC Eagle Trace, Oyster Reef Golf Club and Palmetto Hall Plantation Club.","874130","Management Services","561110","Office Administrative Services","00020","$0"
"HTK Structural Engineers","14288 Danielson St # 200","Poway","CA","92064","","6798989","(858) 679-8989","Htkse.Com","HTK Structural Engineers offers a range of design and build services for residential and commercial projects. The company has been providing structural engineering services since 1991. It also provides a variety of remodeling and foundation retrofitting services. HTK Structural Engineers undertakes projects for parking lots, condominiums, multifamily units, restaurants, hotels, schools, churches and hospitals. The company employs a staff of more than 15 people. It has an in-house drafting department and offers construction administration services. The company also undertakes projects for retaining and screen walls. It is licensed to work in Arizona, California, Colorado, Idaho, Illinois and Texas. HTK Structural Engineers  project portfolio includes Windansea Beach Homes and Fun Bike Center.","152103","General Contractors","236115","New Single-Family Hsng Constr (Exc For-Sale Bldrs)","00025","$8,324,000"
"Hunsaker & Assoc San Diego","9707 Waples St","San Diego","CA","92121","Sorrento Valley","5584500","(858) 558-4500","Hunsaker.Com","Founded in 1976, Hunsaker & Associates is a civil engineering firm that provides planning, engineering and surveying services in Southern California. It offers engineering design services for several commercial and industrial developments, such as entertainment, business and recreational parks, retail centers, neighborhood shopping centers and high-rise commercial buildings. Hunsaker & Associates provides specialized surveying for aerial control, construction and environmental staking, transportation boundary and property records. Its services also include roadway alignment, pump station design, transportation engineering, cost estimation, hydraulic analysis, permitting and map scanning. The company serves a range of clients, including AutoZone, Birtcher Commercial, Shapell Industries, Yeager Skanska, John Laing Homes and Development Brookfield Homes Southland Builders. Hunsaker & Associates has offices in Phoenix and San Diego, Irvine, Riverside, Valencia, Palm Desert, Calif.","871110","Engineers-Civil","541330","Engineering Services","00040","$7,683,000"
"I S Oguru Inc","7966 Arjons Dr","San Diego","CA","92126","Miramar","6219001","(858) 621-9001","Isoguru.Com","ISOguru Inc. is one of the leading ISO 9001, TL 9000 and CMMI consulting and training companies in the United States. It is involved into providing complete consulting, training, implementation and auditing services for different compliance standards, including AS 9100, ISO 13485, OHSAS 18001 and ISO 14001. The company even renders complete compliance submissions and clinical trials solutions for the medical device and diagnostics industries. Offering several service plans according to the requirements of the customers, the company has a large number of clients, such as SYZYGY Technologies, Invensys Sensor Systems, Sanyo Home Appliance, Molecular Bio Products and Sanyo Video Components.","874201","Business Management Consultants","541614","Process, Physical Distr/Logistics Consulting Svcs","00025","$2,847,000"
"Idea","444 W Beech St # 400","San Diego","CA","92101","Little Italy","2958232","(619) 295-8232","Theideabrand.Com","","874214","Marketing Consultants","541613","Marketing Consulting Services","00037","$4,213,000"
"Indepth","8380 Miramar Mall # 125","San Diego","CA","92121","Sorrento Valley","5841932","(707) 584-1932","Indepthcorporation.Com","","873111","Environmental & Ecological Services","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00022","$0"
"Infrastructure Engineering Crp","14271 Danielson St","Poway","CA","92064","","4132400","(858) 413-2400","Iecorporation.Com","","871133","Engineers-Professional","541330","Engineering Services","00040","$7,683,000"
"Inspec Testing Inc","1413 Wilson Ave","National City","CA","91950","National City","4773670","(619) 477-3670","Inspectesting.Com","","873402","Laboratories-Testing","541380","Testing Laboratories","00020","$0"
"Instant Imprints","5897 Oberlin Dr # 200","San Diego","CA","92121","Sorrento Valley","6424848","(858) 642-4848","Instantimprints.Com","Instant Imprints Franchising Inc. is a one-stop image shop combining screen printing, embroidery, signage and promotional products all under one business. The company s stores are approximately 1,200 square feet in size, located in easily accessible retail strip malls, and are open for both business, as well as retail consumers. It provides business solutions to a range of industries including education, restaurants, real estate, construction, corporate, government and small businesses. The company has brands such as Lacoste, Van Heusen, Tommy Hilfiger, etc. Instant Imprints was ranked as one of Entrepreneur Magazine's Top 10 New Service Franchises. It is also a member of associations including the International Franchise Association and the Veterans Franchise Transition Association among others.","569923","Clothing-Printing & Lettering","448150","Clothing Accessories Stores","00032","$0"
"Integrated Marketing Systems","945 Hornblend St # G","San Diego","CA","92109","Pacific Beach","4908800","(858) 490-8800","Imsinfo.Com","","874214","Marketing Consultants","541613","Marketing Consulting Services","00030","$3,416,000"
"Integrits Corp","5205 Kearny Villa Way # 200","San Diego","CA","92123","Kearny Mesa","3001600","(858) 300-1600","Integrits.Com","Established in 2000, Integrits Corporation is one of the leading information technology services firm based in California. Based in San Diego, Calif., the company specializes in program management, system design and development, system implementation and test/evaluation of integrated commercial and military command, control and communications. It also endows with various managed security services, such as diagnostic vulnerability assessment, firewall lifecycle management, network security monitoring and web content filtering. Integrits Corporation's client base includes Naval Sea Systems Command, Pacific Missile Range Facility and Naval Air Surface Warfare Center.","871106","Engineers","541330","Engineering Services","00040","$7,683,000"
"Interface Displays & Controls","4630 North Ave","Oceanside","CA","92056","Peacock","9450230","(760) 945-0230","Interfacedisplays.Com","Founded in 1976, Interface Displays & Controls Inc. is a provider of customized electronic control and display solutions for military/commercial platforms. Based in Oceanside, Calif., the company offers customers a wide array of products, such as switch components, touch screens, advanced file graphics server, annunciators, data display transfer units, etc. Some of its services consist of refurbishments, continuous process improvements, failure trend analysis and customer product analysis/evaluation. The firm serves aviation, marine, vehicles and aviation lighting markets. Interface Displays & Controls Inc. is ISO 9001:2004 and AS9100:2001 certified.","871116","Engineers-Electronic","541330","Engineering Services","00036","$6,915,000"
"International Automated Brkrs","1655 Saint Andrews Cv","San Diego","CA","92154","Otay Mesa","6611329","(619) 661-1329","Iab-Sd.Com","","473113","Customs Brokers","541618","Other Management Consulting Services","00032","$6,288,000"
"International Bridge Tech","9325 Sky Park Ct # 320","San Diego","CA","92123","Kearny Mesa","5665008","(858) 566-5008","Ibtengineers.Com","","504904","Engineering Equipment & Supplies (Whls)","423490","Other Professional Equip/Supplies Merchant Whslrs","00026","$28,667,000"
"Internet Marketing Inc","10620 Treena St # 250","San Diego","CA","92131","Scripps Ranch","8690574","(858) 869-0574","Internetmarketinginc.Com","","737415","Internet Service","518210","Data Processing, Hosting & Related Services","00000","$0"
"J + D Labs","2710 Progress St","Vista","CA","92081","","7346800","(760) 734-6800","Jdlabs.Biz","Based in Vista, CA, J+D Labs focus and embrace the challenge of making everybody's life healthy and better through the products they manufacture.","283401","Drug-Manufacturers","325412","Pharmaceutical Preparation Manufacturing","00028","$46,710,000"
"J Public Relations","1620 5th Ave # 700","San Diego","CA","92101","Cortez","2557069","(619) 255-7069","Jpublicrelations.Com","","874302","Public Relations Counselors","541820","Public Relations Agencies","00022","$1,504,000"
"J T Kruer & Co","10251 Vista Sorrento Pky # 150","San Diego","CA","92121","Sorrento Valley","5500044","(858) 550-0044","Capital-Realty-Partners.Com","","874114","Construction Consultants","237990","Other Heavy & Civil Engineering Construction","00022","$4,695,000"
"Jacobs Center For Neighborhood","404 Euclid Ave # 101","San Diego","CA","92114","Chollas View","5276161","(619) 527-6161","Inspirecareerssd.Com","The Jacobs Center for Neighborhood Innovation is a nonprofit foundation that works to build a stronger community through a selection of entrepreneurial projects and hands-on learning relationships in San Diego. The organization works in partnership with the Jacobs Family Foundation. It also unites residents, organizations and funding partners to build the social well-being of communities. Founded in 1995, the Jacobs Center for Neighborhood Innovation serves individuals and families. In addition, the organization works to foster the creation of community wealth, businesses and jobs. It expands avenues and opportunities for participation in the planning, decision-making, implementation and ownership of community change for residents.","832218","Social Service & Welfare Organizations","624190","Other Individual & Family Services","00025","$1,566,000"
"Jarred Dezonia Foundation","251 Airport Rd","Oceanside","CA","92058","Oceanside Municipal Airport","7211706","(760) 721-1706","Teriinc.Org","","873303","Foundation-Educ Philanthropic Research","541720","Research & Devmnt-Social Sciences & Humanities","00020","$0"
"Jennings Tax Law","3655 Nobel Dr # 200","San Diego","CA","92122","University City","4571224","(858) 457-1224","Jenningstaxlaw.Net","","872101","Accountants","541211","Offices Of Certified Public Accountants","00021","$2,994,000"
"Jgd & Assoc LLP","9191 Towne Centre Dr # 340","San Diego","CA","92122","University City","8249226","(858) 824-9226","Jgdnet.Com","","872101","Accountants","541211","Offices Of Certified Public Accountants","00025","$3,564,000"
"K P Environmental Inc","1038 Dewitt Ave","Encinitas","CA","92024","","9092636","(602) 909-2636","Kpenvironmental.Net","","873111","Environmental & Ecological Services","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00025","$0"
"Kashi Co","4275 Executive Sq # 500","La Jolla","CA","92037","University City","0001111","Not Available","Kashi.Com","Kashi Company was founded in 1984 on the belief that everyone has the power to make healthful changes. The company s mission is to provide great tasting, all natural and innovative foods that enable people to achieve optimal health, wellness and weight management goals. All Kashi products are natural, minimally processed and free of highly refined sugars, artificial additives and preservatives. Its foods include GOLEAN, Heart to Heart, Organic Promise, TLC Crackers, Good Friends, 7 Whole Grain Foods and Mighty Bites.","204301","Cereals (Mfrs)","311230","Breakfast Cereal Manufacturing","00030","$0"
"Kd Development Inc","4641 Ingraham St","San Diego","CA","92109","Pacific Beach","2746484","(858) 274-6484","Kddevelopmentinc.Com","","152299","General Contractors-Residential Bldgs","236118","Residential Remodelers","00026","$8,656,000"
"Klang & Assoc","5670 El Camino Real # G","Carlsbad","CA","92008","","4381144","(760) 438-1144","Klangdesigns.Com","","738902","Interior Decorators Design & Consultants","541410","Interior Design Services","00020","$2,109,000"
"KOA Corp Inc","5095 Murphy Canyon Rd # 330","San Diego","CA","92123","Kearny Mesa","6832933","(619) 683-2933","Koacorporation.Com","","871129","Engineers-Traffic & Transportation","541330","Engineering Services","00025","$4,802,000"
"Koch Armstrong General Engrg","15315 Olde Highway 80","El Cajon","CA","92021","","5612005","(619) 561-2005","Koch-Armstrong.Com","","871106","Engineers","541330","Engineering Services","00030","$5,763,000"
"KPA Associates Inc","3033 5th Ave # 100","San Diego","CA","92103","Park West","7250980","(619) 725-0980","Kpaassociates.Com","","871202","Architects","541310","Architectural Services","00022","$3,698,000"
"KTA Construction","821 Tavern Rd","Alpine","CA","91901","","5629464","(619) 562-9464","Ktaconstruction.Com","","874104","Construction Management","237990","Other Heavy & Civil Engineering Construction","00020","$4,269,000"
"Kuhn & Koviak Inc","7676 Hazard Center Dr # 700","San Diego","CA","92108","Mission Valley East","2954600","(619) 295-4600","Kuhnandkoviak.Com","","872101","Accountants","541211","Offices Of Certified Public Accountants","00025","$3,564,000"
"L & S Turnkey Construction","","Valley Center","CA","92082","","7493300","(760) 749-3300","Allstarplumbingservice.Com","","171105","Plumbing Contractors","238220","Plumbing Htg & Air-Conditioning Contractors","00020","$2,881,000"
"L L Brown's Engineering Inc","2098 Valley View Blvd","El Cajon","CA","92019","","5796161","(619) 579-6161","Llbrown.Com","","871106","Engineers","541330","Engineering Services","00020","$3,842,000"
"Laboratory Data Consultants","2701 Loker Ave W # 220","Carlsbad","CA","92010","","8271100","(760) 827-1100","Lab-Data.Com","","738999","Business Services NEC","561990","All Other Support Services","00040","$4,218,000"
"Larson Ludwig & Stokes LLP","8954 Rio San Diego Dr # 602","San Diego","CA","92108","Mission Valley East","2949090","(619) 294-9090","Llscpas.Com","","872101","Accountants","541211","Offices Of Certified Public Accountants","00020","$2,851,000"
"Leadfusion","10590 W Ocean Air Dr # 200","San Diego","CA","92130","Carmel Valley","2592100","(858) 259-2100","Leadfusion.Com","Leadfusion's FEM suite consists of Researching, Marketing, and new Selling Solutions designed to operate independently or as a single integrated solution. Patent-pending FEM tools help financial institutions produce an authentic online experience that creates personal value for consumers and enhances the corporate brand. Leadfusion's FEM suite enriches all stages of the consumers' experience from engagement through advocacy.FEM solutions accelerate conversion, turning prospects into customers and customers into loyal advocates. Leadfusion Marketing Solutions help keep a financial institution's brand and offer top-of-mind with consumers as they consider the purchase of a financial product or service. Leadfusion Marketing Solutions communicate timely offers and relevant content to in-market consumers beyond their time on your website through email messaging focused on behavioral and event triggers. New Leadfusion Selling Solutions address the needs of consumers who have completed their initial investigation and are ready to evaluate specific financial product options. By uniting the researching and selling processes into a goal-oriented consumer workbench, Leadfusion Selling Solutions increase and accelerate conversion.","874201","Business Management Consultants","541614","Process, Physical Distr/Logistics Consulting Svcs","00020","$2,278,000"
"Leaf & Cole LLP","2810 Camino Del Rio S # 200","San Diego","CA","92108","Mission Valley East","3163071","(207) 316-3071","Leafcole.Com","","872101","Accountants","541211","Offices Of Certified Public Accountants","00030","$4,277,000"
"Legacy Graphics","1120 Bay Blvd","Chula Vista","CA","91911","Bayfront","5851044","(619) 585-1044","Flagcrafters.Com","","239905","Flags & Banners-Manufacturers","314999","All Other Miscellaneous Textile Product Mills","00020","$2,349,000"
"Leighton & Assoc Inc","3934 Murphy Canyon Rd # B205","San Diego","CA","92123","Kearny Mesa","2928030","(858) 292-8030","Leightongeo.Com","Operational for more than 40 years, Leighton and Associates is a geotechnical consulting company that conducts geotechnical feasibility, due diligence and seismic hazard assessment studies. The company offers slope stability analysis, geotechnical investigation and predictive modeling services. Leighton and Associates also provides laboratory testing for soil and rock properties, as well as designs parameters for foundations. It deals in landslide repair, earthquake site response and value engineering services. The company additionally offers construction material inspection, geologic mapping and remedial earthwork solutions, as well as provides settlement monitoring instrumentation, measurement and analysis services. The firm s projects include Horton Plaza, Ritz Cove and Mission Trails Industrial Park. Leighton and Associates is a part of Leighton Group and maintains a location in San Diego.","871111","Engineers-Consulting","541330","Engineering Services","00037","$7,107,000"
"Levena Bio Pharma","11760 Sorrento Valley Rd # N","San Diego","CA","92121","Torrey Preserve","9226730","(858) 922-6730","Levenabiopharma.Com","","873126","Biotechnology Products & Services","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00020","$0"
"Ligand Pharmaceuticals Inc","3911 Sorrento Vly Bl # 110","San Diego","CA","92121","","5507500","(858) 550-7500","Ligand.Com","Ligand Pharmaceuticals is a specialty pharmaceutical company that discovers, develops and markets small molecule drugs to address critical, unmet medical needs. The company markets four oncology and dermatology products in the United States: ONTAK, Targretin capsules, Targretin gel and Panretin gel. Ligand's fifth and newest product AVINZA, is a treatment for chronic, moderate-to-severe pain. Its network of major pharmaceutical partners is developing products for hormone-related diseases, osteoporosis, metabolic disorders, and cardiovascular and inflammatory diseases. Ligand Pharmaceuticals is located in San Diego.","873108","Pharmaceutical Research Laboratories","541715","Research & Devmnt-Physical Engineering Life Sci","00000","$0"
"Lindsay & Brownell","4225 Executive Sq # 1150","La Jolla","CA","92037","University City","5589200","(858) 558-9200","Lindsayandbrownell.Com","Lindsay & Brownell, LLP is a client-centered Certified Public Accounting firm committed to consistently providing personalized, high-quality client service in a timely manner. Founded in 1992, our firm is built on a solid foundation of professionalism, personal integrity, dedication to our clients, and community involvement. The Lindsay & Brownell, LLP professional team consists of experienced CPAs with advanced degrees in taxation as well as masters degree candidates working towards certification. Our roots are in the 'Big Eight' accounting firms, and each of the Partners at Lindsay and Brownell, LLP is a Certified Public Accountant with many years of experience. One of our goals is to be a positive influence on our community. See the Community Involvement page for more information.","872101","Accountants","541211","Offices Of Certified Public Accountants","00025","$3,564,000"
"Luchner Tool Engineering","1071 Industrial Pl","El Cajon","CA","92020","","5788520","(858) 578-8520","Luchner.Com","","871106","Engineers","541330","Engineering Services","00025","$4,802,000"
"Ludwig Institute For Cancer","9500 Gilman Dr # 3080","La Jolla","CA","92093","Torrey Pines","5347802","(858) 534-7802","Ludwigcancerresearch.Org","","873101","Laboratories-Research & Development","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00040","$0"
"M C Consultants","2055 Corte Del Nogal","Carlsbad","CA","92011","","9309966","(760) 930-9966","Mcconsultants.Com","Based in Carisbad, Calif., MC Consultants Inc. serves a vast client base throughout the United States providing consulting expertise in a number of areas, such as construction management, quality control and risk management, construction defect forensics, water intrusion, environmental investigation, civil engineering and right of way management services all supported by state of the art technology solutions. Since its founding in 1989, it has been responding to clients needs through its four consulting service divisions.","874201","Business Management Consultants","541614","Process, Physical Distr/Logistics Consulting Svcs","00035","$3,985,000"
"Ma Engineers","2851 Camino Del Rio S # 410","San Diego","CA","92108","Mission Valley East","8581580","(619) 858-1580","Ma-Engr.Com","Established in 1987, MA Engineers is a full-service mechanical engineering firm that provides construction consulting services for residential and commercial properties. It specializes in the design of heating, ventilation, air conditioning, fire protection and building automation systems. The company offers seismic retrofitting, energy auditing, project analysis, campus planning and commissioning services. Its clients include stakeholders, homeowners, vendors and contractors. The company s project list includes universities, educational institutions, health care facilities, laboratories, entertainment centers, military bases and offices. MA Engineers is located in San Diego.","871125","Engineers-Mechanical","541330","Engineering Services","00030","$5,763,000"
"Ma Engineers Inc","5160 Carroll Canyon Rd # 200","San Diego","CA","92121","Sorrento Valley","2000030","(858) 200-0030","Ma-Engr.Com","","871106","Engineers","541330","Engineering Services","00020","$3,842,000"
"Marathon Construction Corp","10108 Riverford Rd","Lakeside","CA","92040","","2764401","(619) 276-4401","Newsite.Marathonconstruction.Biz","Operational for over 45 years, Marathon Construction Corporation is a full-service marine and general engineering contractor. Located in Lakeside, Calif., it specializes in marine and heavy civil construction throughout the western United States. The firm offers expertise in the areas of industrial/commercial construction, environmental mitigation/reclamation/habitat restoration, heavy civil/earthwork and dredging. Its extensive list of clients includes Crystal Pier, Lockheed Martin, Dana Marina Landing, Blaylock Engineering Group, University of California San Diego and Coronado Landmark Inc., among others.","871106","Engineers","541330","Engineering Services","00040","$7,683,000"
"Mark Schroeder & Co Inc","8195 Ronson Rd # B","San Diego","CA","92111","Kearny Mesa","2797661","(858) 279-7661","Markschroederco.Com","Founded in 1983, Mark Schroeder & Company is a full-service landscape construction and maintenance company that specializes in installing and maintaining residential estate landscaping. Its design themes include tropical, Mediterranean, southwestern, Tuscan, woodland and English cottage. The company offers design services for pools, water features, barbecues, basketball courts, fire pits, lawns, orchards and vegetable gardens. It also offers irrigation systems and water management solutions that include weed control and tree and shrub pruning. Mark Schroeder & Company is affiliated with the California Landscape Contractors Association, Associated Landscape Contractors of America and The Irrigation Association. It is a recipient of the Landscape Beautification Achievement Award from Hardie Irrigation.","872101","Accountants","541211","Offices Of Certified Public Accountants","00020","$2,851,000"
"Marketing Design Group","2445 5th Ave # 450","San Diego","CA","92101","Park West","2981445","(619) 298-1445","Marketingdesigngroup.Com","","733603","Graphic Designers","541430","Graphic Design Services","00048","$4,086,000"
"Mascari Warner Archt","1717 Kettner Blvd # 100","San Diego","CA","92101","Little Italy","8140080","(619) 814-0080","Mascariwarner.Com","Childs Mascari Warner Architects is a design studio specializing in health care and commercial architecture. Located in San Diego, Calif., the firm handles a wide array of health care projects, including Scripps Health Campus Point Board Room, UCSD BYDDER Laboratory and Saint Mary's at Galena operating room. It also has completed a number of commercial projects, such as CWA Pinnacle, Carlsbad Medical Village, Coronado Mixed Use, Rancho San Diego Town Center and Garrett Corporate Center, among others.","871202","Architects","541310","Architectural Services","00030","$5,043,000"
"Masson & Assoc Inc","200 E Washington Ave # 200","Escondido","CA","92025","Central Escondido","7413570","(760) 741-3570","Masson-Assoc.Com","","871110","Engineers-Civil","541330","Engineering Services","00025","$4,802,000"
"Mc Consultants","5315 Avenida Encinas # 110","Carlsbad","CA","92008","","4441052","(510) 444-1052","Mcconsultants.Com","","871147","Engineering","541330","Engineering Services","00027","$577,000"
"Mc Parlane & Assoc","4830 Viewridge Ave # A","San Diego","CA","92123","Kearny Mesa","2779721","(858) 277-9721","Mcparlane.Com","Established in 1990, McParlane & Associates is a consulting mechanical engineering firm. Based in San Diego, Calif., the firm specializes in designing heating, ventilation and air conditioning systems, specialty plumbing systems, fire protection systems, life cycle cost analysis, energy analysis and title-24 services. The company s client list includes architects, mechanical contractors, industry owners, manufacturers and developers. McParlane & Associates has completed projects for American Mobile Nurses Healthcare, Brobeck Law Office, Nokia, Northrop Grumman Ryan Aeronautical and Callaway Golf Headquarters, to name a few. It specializes in various projects, such as electronic component manufacturing facilities, recreational/amusement centers, industrial/research laboratories, biotechnical/biopharmaceutical laboratories, etc.","871125","Engineers-Mechanical","541330","Engineering Services","00030","$5,763,000"
"Mckinney Advisory Group","12250 El Camino Real # 220","San Diego","CA","92130","Carmel Valley","3505580","(858) 350-5580","Mckinneyadvisory.Com","eRealty Companies offers a variety of brokerage solutions for residential and commercial properties. It provides a range of solutions for asset development, property management, strategic planning, financing and contracting services. The company deals in various offices, industries, residential homes, and hospitality and retail facilities. It operates the eRealty Fund, which is a private investment company that provides real estate investment, portfolio analysis, investment and tax return administration, property acquisition, price negotiation and reporting services. eRealty Companies' commercial services include tenant representation, construction management and leasing assistance. It also administers several market research and analysis programs. eRealty Companies maintains an office in San Diego","653118","Real Estate","531210","Offices Of Real Estate Agents & Brokers","00025","$3,326,000"
"Meadsdurket","502 10th Ave","San Diego","CA","92101","East Village","5740808","(619) 574-0808","Meadsdurket.Com","","731101","Advertising-Agencies & Counselors","541810","Advertising Agencies","00035","$2,542,000"
"Menco Pacific Inc","380 State Pl","Escondido","CA","92029","Vineyard","7474405","(760) 747-4405","Mencopacific.Com","","152103","General Contractors","236115","New Single-Family Hsng Constr (Exc For-Sale Bldrs)","00030","$9,988,000"
"Merkel & Assoc Inc","5434 Ruffin Rd","San Diego","CA","92123","Kearny Mesa","5605465","(858) 560-5465","Merkelinc.Com","","873111","Environmental & Ecological Services","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00030","$0"
"Mesa Biotech","6190 Cornerstone Ct E # 220","San Diego","CA","92121","Sorrento Valley","8004929","(858) 800-4929","Mesabiotech.Com","","873126","Biotechnology Products & Services","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00024","$0"
"Michael Wall Engineering Inc","4115 Sorrento Valley Blvd","San Diego","CA","92121","Sorrento Valley","6380600","(858) 638-0600","Mweeng.Com","Michael Wall Engineering, Inc is a consulting electrical engineering firm dedicated to providing excellence in engineering services to the construction industry. Through client responsiveness, technical competency and quality documentation on every project we are rewarded with repeat business from our loyal clients. Positive attitudes, integrity, service and performance are the hallmark of our firm. Our team attitude and enthusiasm toward all projects is displayed from creation to conclusion. Michael Wall Engineering, Inc holds professional registrations in electrical engineering in several states ( AZ, CA, CO, FL, HI, IA, ID, IL, MI, NV, NM, NC, OH, OR, PA, TX, UT, WA ), and has offices in San Diego and Orange County, California. The firm sponsors a sustaining membership in the Illuminating Engineering Society ( IESNA ), U.S. Green Building Council, employees LEED Accredited Professionals and BICSI certified RCDD engineers. General email may be sent to info@mwalleng.com.","871133","Engineers-Professional","541330","Engineering Services","00027","$5,186,000"
"Milestone House","1816 Portofino Dr","Oceanside","CA","92054","Fire Mountain","4336361","(760) 433-6361","Milestonehouse.Org","","874825","Educational Consultants","611710","Educational Support Services","00025","$2,742,000"
"Mirati Therapeutics Inc","9393 Towne Centre Dr # 200","San Diego","CA","92121","University City","3323410","(858) 332-3410","Mirati.Com","","873126","Biotechnology Products & Services","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00000","$0"
"Miresball","2605 State St","San Diego","CA","92103","Park West","2346631","(619) 234-6631","Miresball.Com","MiresBall is a West Coast-based brand agency that develops the strategy, narrative and visuals to help companies from innovative start-ups to established global leaders communicate with clarity and authenticity.","731101","Advertising-Agencies & Counselors","541810","Advertising Agencies","00025","$1,816,000"
"MIT Engineering & Construction","3720 Oceanic Way # 205","Oceanside","CA","92056","Ivey Ranch - Rancho Del Oro","7214120","(760) 721-4120","Bciconstruction.Net","","152103","General Contractors","236115","New Single-Family Hsng Constr (Exc For-Sale Bldrs)","00020","$6,659,000"
"Mo Bio Laboratories Inc","2746 Loker Ave W # A","Carlsbad","CA","92010","","9299911","(760) 929-9911","Mobio.Com","Formed in 1993, MO BIO Laboratories Inc. is a company dealing in life science that provides various related services. Based in Carlsbad, Calif., the firm offers its vast customer base an array of services that include DNA-free certification, RNase-free certification, ATP-free certification, Endotoxin-free certification and many more. The company also provides other services, such as radiation sterilization validation, bioburden, heterotrophic plate count, USP sterility, etc. MO BIO Laboratories Inc. offers a host of product category, including Genomic DNA Isolation, DNA Clean-Up, Plasmid DNA Isolation and Plastics & Spin Filters, among others.","873104","Laboratories","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00040","$0"
"Montana Testing & Geo Tchncl","6295 Ferris Sq # C","San Diego","CA","92121","Sorrento Valley","4507600","(858) 450-7600","Mtglinc.Com","Established in 1993, MTGL provides geotechnical investigation and construction quality control and assurance services to clients throughout Southern California. It furnishes field, site and plant inspections for all construction materials and conducts physical laboratory testing for all of the materials that are placed during these inspections and investigations. MTGL also specializes in the areas of geotechnical engineering, construction consulting, nondestructive examination, roof testing and environmental services. It has undertaken several projects that include educational facilities, office parks, industrial complexes and hotels. Headquartered in Anaheim, Calif., MTGL maintains a location in San Diego.","873101","Laboratories-Research & Development","541714","Research-Devmnt In Biotechnology (Except Nanobio)","00047","$0"
"Moon Mayoras Architects","655 G St # A","San Diego","CA","92101","Core-Columbia","2359780","(619) 235-9780","Moonmayoras.Com","Moon Mayoras Architects Inc. specializes in healthcare design solutions. Based in San Diego, Calif., it offers customers a wide range of services, such as architecture, healthcare planning and design, master planning, sustainable design and functional space programming. In addition, the firm provides presentation graphics and 3-D animation services. Its projects range from masterplanning and outpatient clinics to full-scale regional medical centers. Some examples include Lake of the Hills Regional Medical Center, Legacy Meridian Park Hospital and Pioneers Memorial Hospital.","871202","Architects","541310","Architectural Services","00030","$5,043,000"
"Nant Kwest Inc","3530 John Hopkins Ct","San Diego","CA","92121","Torrey Pines","6330300","(858) 633-0300","Nantkwest.Com","","873304","Medical Research","541715","Research & Devmnt-Physical Engineering Life Sci","00000","$0"
"Nasland Engineering","4740 Ruffner St","San Diego","CA","92111","Kearny Mesa","7150928","(858) 715-0928","Nasland.Com","Founded in 1959, Nasland Engineering specializes in a range of land planning and surveying solutions. It is a full-service civil engineering firm that serves individuals, corporations, school districts and municipal agencies throughout Southern California. The firm undertakes commercial and industrial site design projects for the public and private sectors. Nasland Engineering develops grading, improvement, sediment and erosion control plans. It provides street lighting and vehicular and pedestrian circulation solutions. In addition, the firm conducts surveys for traffic signalization purposes. Nasland Engineering assists with the review of existing drawings and documentations. Its clients include the San Diego County Water Authority, Bradley Land Group and Watt Commercial Enterprises.","871110","Engineers-Civil","541330","Engineering Services","00049","$9,412,000"
"National Crossroads Inc","4991 Imperial Ave","San Diego","CA","92113","Lincoln Park","2620868","(619) 262-0868","Nationalcrossroads.Com","Located in San Diego, National Crossroads treats patients with history of substance abuse, criminality, and mental and physical health problems. It is supports female parolees with residency, support services and resources. The center contracts with the California Department of Corrections to offer parolee services for women. National Crossroads provides free residency and three meals a day to paroled women. It offers individual, group and family reunification services. The center also provides stress and money management, victim awareness, life skills and relapse prevention services. National Crossroads organizes job search training sessions and domestic violence classes. It features Project Star, which is a six-month recovery home for women on parole.","871202","Architects","541310","Architectural Services","00020","$3,362,000"
"Natural Environmental","1730 N Magnolia Ave # B","El Cajon","CA","92020","","5961576","(619) 596-1576","Naturalenvironmental.Net","","078204","Landscape Contractors","561730","Landscaping Services","00020","$1,406,000"
"NCRC Inc","1280 Liberty Way # D","Vista","CA","92081","","5991208","(760) 599-1208","Ncrc-Inc.Com","","653102","Office & Desk Space-Rental","531312","Nonresidential Property Managers","00020","$2,661,000"
