ranking,company,first_name,last_name,address,city,state,zip,neighborhood,phone,website,email,short_description,description,sic,sic_description,naics,naics_description,employees,revenue,tags,notes,username
,Trellis Ware Technologies Inc,,,16516 Via Esprillo # 300,San Diego,CA,92127,Rancho Bernardo,(858) 753-1600,Trellisware.Com,,,"TrellisWare Technologies provides silicon solutions, licensed hardware and software designs, intellectual property and systems engineering for wireless communication systems. Its business includes advanced research and development in support of national defense and serves clients, such as the Defense Advanced Research Projects Agency and armed services. The company provides custom application solutions in various areas, including turbo-like code designs and decoders, base band receiver technologies, location-finding technologies in severe environments, and frequency-hopped and modulation detection systems. It is a part of ViaSat that produces satellite and other wireless communication products for commercial and government applications. Its products include satellite ground equipment, information assurance devices and tactical data radios. TrellisWare Technologies is based in San Diego.",366998,Communications Equipment NEC (Mfrs),334290,Other Communications Equipment Manufacturing,0,$0 ,,,
,Tri-Pack Enterprises Inc,,,946 S Andreasen Dr,Escondido,CA,92029,Vineyard,(760) 737-7995,Customblowmolding.Com,,,,308598,Plastic Bottles (Mfrs),326160,Plastics Bottle Manufacturing,40,"$12,978,000 ",,,
,TV Ears Inc,,,2701 Via Orange Way # 1,Spring Valley,CA,91978,,(619) 797-1600,Televisionears.Com,,,,384204,Hearing Aids-Manufacturers,334510,Electromedical & Electrotherapeutic Apparatus Mfg,47,"$19,113,000 ",,,
,Unisyn Voting Solutions Inc,,,2310 Cousteau Ct,Vista,CA,92081,,(760) 734-3233,Unisynvoting.Com,,,"Unisyn Voting Solutions is a wholly owned subsidiary of International Lottery & Totalizator Systems, a leading supplier of computerized transaction processing systems to government sanctioned lotteries and racing organizations throughout the world. Founded in 1979, the company serves 28 customers in 22 countries on five continents with secure and reliable automated wagering systems and quality support. ILTS has provided integrated systems including more than 50,000 terminals to seven lotteries and nearly 200 racetracks worldwide, processing nearly 50 billion secure transactions annually. Unisyn was formed following the 2000 United States presidential election on the premise that ILTS could expand its extensive experience and technology in secure transaction processing to help solve the problems facing election administration officials, vendors and the public at large. Unisyn has added voting industry experts and teamed with world-class partners to provide a reliable, secure method by which every vote is cast accurately and counted correctly. Unisyn Voting Solutions is located in Vista, Calif.",508753,Voting Machines & Equipment (Whls),423850,Service Establishment Equip/Supls Merchant Whlsrs,35,$0 ,,,
,United Brands Co Inc,,,5930 Cornerstone Ct W # 170,San Diego,CA,92121,Sorrento Valley,(619) 461-5220,Unitedbrandsco.Com,,,,399903,Manufacturers,339999,All Other Miscellaneous Manufacturing,20,"$5,988,000 ",,,
,United Orthopedic Group,,,2885 Loker Ave E,Carlsbad,CA,92010,,Not Available,Unitedorthogroup.Com,,,,384205,Orthopedic Appliances-Manufacturers,339113,Surgical Appliance & Supplies Manufacturing,20,$0 ,,,
,United Security Products Inc,,,13250 Gregg St # B,Poway,CA,92064,,(858) 597-6677,Outbacksecurityproducts.Com,,,,506304,Security Control Equip & Systems-Whls,423610,Electrical Apparatus/Wiring Supls/Rel Equip Whlsrs,45,"$44,409,000 ",,,
,V Q Ortho Care,,,1390 Decision St,Vista,CA,92081,,(760) 734-1550,Vqorthocare.Com,,,,384104,Physicians & Surgeons Equip & Supls-Mfrs,339112,Surgical & Medical Instrument Manufacturing,20,"$8,122,000 ",,,
,Validation Technologies Inc,,,11590 W Bernardo Ct # 245,San Diego,CA,92127,Rancho Bernardo,(858) 673-3606,Validation.Org,,,,308916,Pharmaceutical Cntnrs Equip/Supls (Mfrs),326199,All Other Plastics Product Manufacturing,35,"$6,585,000 ",,,
,Valley Box Co Inc,,,10611 Prospect Ave,Santee,CA,92071,,(619) 448-8283,Valleybox.Com,,,"Being in operation since 1965, Valley Box Company is a fixture of San Diego's packaging industry. Its products range from stock corrugated sold to the general public to complex engineered designs for defense, aerospace, biotech and commercial applications. The company is one of the leading industry providers of custom crates, heat-treated export containers, barrier bag packaging and global shipping services in the United States. It provides standard corrugated boxes and packaging, wax-coated products and custom packaging requiring foam or corrugated inserts or other structurally enhancing components. Valley Box Company provides a full-service custom corrugated solution, which includes inserts, cutting die, slotted dividers and custom print plates.",511318,Boxes-Corrugated & Fiber (Whls),424130,Industrial & Personal Svc Paper Merchant Whlsrs,45,"$74,623,000 ",,,
,VDP Direct,,,7100 Convoy Ct,San Diego,CA,92111,Kearny Mesa,(858) 492-5100,Vdpdirect.Com,,,,275935,Digital Printing (Mfrs),323111,Commercial Printing (Except Screen & Books),20,"$3,001,000 ",,,
,Village News,,,1588 S Mission Rd # 200,Fallbrook,CA,92028,,(760) 723-7319,Villagenews.Com,,,"The Village News is a daily newspaper Serving the Communities of Bonsall, De Luz, and Rainbow; Temecula, Murrieta, Lake Elsinore and Wildomar, Calif.  The various sections of the newspaper include news, sports, entertainment, business, lifestyles, opinions, education, home and garden, weather updates and classifieds. The newspaper s entertainment section provides information on films, theaters, dance, books and literature, performing and fine arts, and restaurants and horoscope. Its Web site offers online news and information on various issues and topics, and provides an online search tool for automobiles, employment opportunities, auctions, real estates and mortgage options. The Village News is located in Fallbrook, Calif.",599401,News Dealers,451212,News Dealers & Newsstands,25,"$2,632,000 ",,,
,Visual Communications Co LLC,,,12780 Danielson Ct # A,Poway,CA,92064,,(760) 560-1300,Vcclite.Com,,,"Visual Communications Company manufactures optoelectronics devices, LED lenses, LED mounts, LED light pipes, LED panel mounts, LED standoffs and PCB mounts. The company specializes in electromechanical components, standard and custom LED cable assemblies, interconnects and harnesses. In addition, consulting services are available for engineering and the manufacture of unique LED mounts and custom cable assemblies. VCC's products are marketed internationally to a broad-base of customers established in the communication, automotive, computer, security, industrial control and test equipment industries. Visual Communications Company is located in San Diego.",367901,Electronic Equipment & Supplies-Mfrs,334419,Other Electronic Component Manufacturing,20,"$3,359,000 ",,,
,VIT Products Inc,,,2063 Wineridge Pl,Escondido,CA,92029,Vineyard,(760) 480-6702,Vitproducts.Com,,,,343203,Sprinklers-Garden & Lawn-Manufacturers,332999,All Other Misc Fabricated Metal Product Mfg,23,"$3,986,000 ",,,
,W Coast Cabling Ntwrk Sltns,,,11487 Woodside Ave,Santee,CA,92071,,(619) 387-2200,Teldata.Com,,,,335702,Cable (Mfrs),335921,Fiber Optic Cable Manufacturing,21,"$7,842,000 ",,,
,W S Publishing,,,15373 Innovation Dr # 360,San Diego,CA,92128,Carmel Mountain,(858) 385-9169,Letsleapahead.Com,,,,273101,Publishers-Book (Mfrs),511130,Book Publishers,20,"$4,788,000 ",,,
,Wafer Power Technology,,,1948 Don Lee Pl # 8,Escondido,CA,92029,Vineyard,(760) 489-0669,Waferpower.Com,,,,367906,Electronic Power Supplies-Manufacturers,334419,Other Electronic Component Manufacturing,25,"$4,199,000 ",,,
,Warwick's,,,7812 Girard Ave,La Jolla,CA,92037,Village,(858) 454-0347,Warwicks.Com,,,"Founded in 1867, Warwick's is one of the leading bookstores in the United States. It features the collection of booksellers and hosts a monthly program through Signed First Editions Club. In addition to books and autographed copies, the store supplies gifts, office supplies, pens, current bestsellers and musical interludes. It also houses a children corner featuring hardcover books, such as Wizard of Oz, Train Trip, Ravenwood, The Summer I Learned to Fly and many more. Warwick's gift department offers a variety of albums, frames, handmade luminescent and decoupage products. The store hosts authors from presidents and senators to Pulitzer Prize winners and bestsellers.",274105,Publishers (Mfrs),511199,All Other Publishers,42,"$6,108,000 ",,,
,West Air Gases & Equipment Inc,,,2506 Market St,San Diego,CA,92102,Grant Hill,(619) 239-7571,Westairgases.Com,,,"Established in 1970, WestAir Gases & Equipment is one of the largest independent distributors of gases, gas equipment and welding supplies in the southwest United States. WestAir s industrial gases and welding division serves customers through nearly 10 regionally located branch stores operated by welding specialists. Each of the stores is stocked with welding and industrial supplies. The specialty/medical gases division offers gases and equipment required for biotechnology, biomedical, and health care customers. The bulk gases division provides capabilities for all industrial, specialty, medical and beverage bulk gases applications. WestAir provides 24-hour delivery service of beverage bulk carbon dioxide, helium and balloons to restaurants, fast food establishments, theme parks, municipal swimming pools, auto dealers, shopping malls and retail shops. WestAir Gases & Equipment has a location in San Diego.",517205,Gas-Indstrl/Med-Cylinder & Bulk (Whls),424720,Other Petroleum Merchant Wholesale,25,$0 ,,,
,West Coast Sign Co,,,11444 Red Cedar Dr,San Diego,CA,92131,Scripps Ranch,(858) 689-0080,Westcoastsignco.Com,,,,399302,Signs (Mfrs),339950,Sign Manufacturing,25,"$6,064,000 ",,,
,Westbridge Agricultural Prods,,,1260 Avenida Chelsea,Vista,CA,92081,,(760) 599-8855,Westbridge.Com,,,,287998,Pesticides & Ag Chemicals NEC (Mfrs),325320,Pesticide & Other Agricultural Chemical Mfg,40,$0 ,,,
,Westbridge Research Group,,,1260 Avenida Chelsea,Vista,CA,92081,,(760) 599-8855,Westbridge.Com,,,,287998,Pesticides & Ag Chemicals NEC (Mfrs),325320,Pesticide & Other Agricultural Chemical Mfg,0,$0 ,,,
,Western Bay Sheet Metal,,,2311 Marconi Ct,San Diego,CA,92154,Otay Mesa,(619) 233-1753,Westernbay.Net,,,,344403,Sheet Metal Fabricators (Mfrs),332322,Sheet Metal Work Manufacturing,20,"$2,203,000 ",,,
,Williams Aerospace & Mfg Inc,,,2820 Via Orange Way # G,Spring Valley,CA,91978,,(619) 660-6220,Wam-Inc.Com,,,,399903,Manufacturers,339999,All Other Miscellaneous Manufacturing,23,"$6,886,000 ",,,
,Wolfpack Sign Group,,,25 Nrs San Marcos Way,San Marcos,CA,92078,,(760) 736-4500,Wolfpacksigns.Com,,,,399302,Signs (Mfrs),339950,Sign Manufacturing,24,"$5,821,000 ",,,
,Wyroc Inc,,,2142 Industrial Ct # D,Vista,CA,92081,,(760) 727-0878,Wyroc.Com,,,,503211,Sand & Gravel (Whls),423320,"Brick, Stone/Related Constr Material Mrchnt Whlsrs",37,"$38,829,000 ",,,
,Yardage Town,,,907 E Plaza Blvd,National City,CA,91950,National City,(619) 399-0235,Yardagetown.Com,,,,513119,Fabrics-Wholesale,313310,Textile & Fabric Finishing Mills,20,"$15,692,000 ",,,
,Youngdale Manufacturing Corp,,,1216 Liberty Way # B,Vista,CA,92081,,(760) 727-0644,Youngdale.Com,,,,342902,Hardware-Manufacturers,332510,Hardware Manufacturing,20,"$2,777,000 ",,,
,Z M B Industries LLC,,,12925 Brookprinter Pl,Poway,CA,92064,,(858) 842-1000,Zmbindustries.Com,,,,399903,Manufacturers,339999,All Other Miscellaneous Manufacturing,20,"$5,988,000 ",,,
,123 Emblems,,,12525 Stowe Dr,Poway,CA,92064,,(858) 679-5700,123emblems.Com,,,,239904,Emblems (Mfrs),314999,All Other Miscellaneous Textile Product Mills,10,,,,
,2kids Brewing Co,,,8680 Miralani Dr # 123,San Diego,CA,92126,Miramar,(858) 480-5437,2kidsbrewing.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,7 62 Design,,,9950 Scripps Lake Dr # 102,San Diego,CA,92131,Scripps Ranch,(858) 693-3239,7point62design.Com,,,,561101,Men's Clothing & Furnishings-Retail,448110,Men's Clothing Stores,12,,,,
,74 Weld Inc,,,9349 Bond Ave,El Cajon,CA,92021,,(619) 286-6656,74weld.Com,,,,359903,Machine Shops (Mfrs),332710,Machine Shops,10,,,,
,760 Print,,,2585 Fortune Way # 2,Vista,CA,92081,,(760) 758-1140,760print.Com,,,,275202,Printers (Mfrs),323111,Commercial Printing (Except Screen & Books),10,,,,
,858 Graphics,,,2010 Hancock St # B,San Diego,CA,92110,Mission Hills,(858) 568-5133,858graphics.Com,,,"Area's ServicesAlpine, Borrego Springs, Bay Park, Beverly Hills, Cardiff by the Sea, Carlsbad, Chula Vista, Coronado, Del Mar, El Cajon, Encinitas, Escondido, Laguna, La Jolla, La Mesa, Las Vegas, Los Angeles, Mission Beach, Mira Mesa, Mira Mar, National City, Oceanside, Ocean Beach, Old Town, Orange County, Pacific Beach, Poway, Rancho Bernardo, Ramona, Rancho Santa Fe, San Marcos, San Diego, Santee, Solana Beach, Las Vegas, Temecula ( Riverside County ), San Clemente,, San Francisco, Valley Center, Vista and the worldAbout 858 GraphicsLocated in San Diego, 858 Graphics is committed to quality and service. All our products are printed using OEM Inks on Premium materials and are backed by 1 year warranty. 858 Graphics Contact Information",733603,Graphic Designers,541430,Graphic Design Services,10,,,,
,A & B Truck Recycling,,,2863 Commercial St,San Diego,CA,92113,Logan Heights,(619) 234-5171,Abtruckparts.Com,,,"A & B Truck Recycling has been providing new and used truck parts to the area since 1971. Our mission is to serve you with the extensive knowledge and expertise we have gained in our industry, while continuously offering you the finest in customer service.",553111,Automobile Parts & Supplies-Retail-New,441310,Automotive Parts & Accessories Stores,15,,,,
,A & D Plating Inc,,,2265 Micro Pl # A,Escondido,CA,92029,Vineyard,(760) 480-4580,Lycos.Com,,,,347101,Anodizing (Mfrs),332813,Electroplating Plating Polishing Anodizing & Clrng,12,,,,
,A & M Reinforcing Specialists,,,10520a Kenney St,Santee,CA,92071,,(619) 334-6608,Amreinforcing.Com,,,,344106,Steel-Structural (Mfrs),332312,Fabricated Structural Metal Manufacturing,10,,,,
,A Advanced Locksmiths,,,8280 Clairemont Mesa Bl # 135,San Diego,CA,92111,Kearny Mesa,(858) 277-4358,Aadvancedlocksmiths.Com,,,,769962,Locks & Locksmiths,561622,Locksmiths,10,,,,
,A Plus Roofing & Solar,,,2173 Froude St,San Diego,CA,92107,Point Loma Heights,(619) 726-8108,Aplusmetalbuildings.Com,,,"We are proud to say our business has been built on referrals from people that have trusted us and after so many years continue doing it.  David and Martina are the proud owners of A Plus Roofing and Construction. Dave has over 35 years in the Roofing Industry alone, and has done a lot of work for fair grounds all over California like Del Mar Fairgrounds, Kern County Fair, Alameda Fairgrounds, Santa Maria Fair Grounds, Napa, Merced, CalExpo, Yuba, and more. We currently work with many different apartment complexes, real estate agents, house managers, house flippers, commercial building owners, on a regular basis and get them what they need.  Working on both the Residential and Commercial side you learn two things. One, there is no job too big or too small that we cannot handle. Two, you appreciate the small things, cosmetics, more  and learn to take your time to make sure it is done right. Our goal is to make sure that the customer is happy.",176109,Roofing Contractors,238160,Roofing Contractors,14,,,,
,A Pool & Spa Supplies,,,652 H St,Chula Vista,CA,91910,Central Chula Vista,(619) 585-4804,Amberpools.Com,,,,394908,Swimming Pool Equipment & Supplies-Mfrs,339920,Sporting & Athletic Goods Manufacturing,11,,,,
,A-1 Hydraulic Svc,,,2100 Roosevelt Ave,National City,CA,91950,National City,(619) 474-8491,A1hydraulicservice.Com,,,,508520,Hydraulic Equipment & Supplies (Whls),423830,Industrial Machinery & Equipment Merchant Whlsrs,10,,,,
,A-1 Plastics,,,618 W Bradley Ave,El Cajon,CA,92020,,(619) 444-9442,A-1plastic.Com,,,,175103,Cabinet Makers,238350,Finish Carpentry Contractors,10,,,,
,A1 Distributors,,,2190 Main St,San Diego,CA,92113,Barrio Logan,(619) 233-3933,Fire-Etc.Com,,,,509903,Fire Extinguishers (Whls),423990,Other Miscellaneous Durable Goods Merchant Whlsrs,14,,,,
,Abgent Inc,,,9765 Clairemont Mesa Blvd # C,San Diego,CA,92124,Tierrasanta,(858) 622-0099,Abgent.Com,,,"Located in San Diego, Calif., Abgent Inc. specializes in developing primary antibodies and custom peptide synthesis. Its antibodies are widely used for autophagy, apoptosis, stem cells, phosphorylation, cell function and gene regulation research. Abgent Inc. has worked for the Genome Omniscient Antibody Library (GOAL). It offers services, such as basis biology services, therapeutic antibody development, cell line development and peptide synthesis. The firm s products offer customers a variety of options for proteomic research needs, with a focus on cell signaling, apoptosis, cell cycle regulation and gene product defects.",873126,Biotechnology Products & Services,541714,Research-Devmnt In Biotechnology (Except Nanobio),14,,,,
,Access Scientific LLC,,,3910 Sorrento Valley Blvd #200,San Diego,CA,92121,Sorrento Valley,(858) 259-8333,Accessscientific.Com,,,,384103,Hospital Equipment & Supplies-Mfrs,339112,Surgical & Medical Instrument Manufacturing,10,,,,
,Accriva Diagnostics,,,6260 Sequence Dr,San Diego,CA,92121,Sorrento Valley,(858) 263-2300,Itcmed.Com,,,,384104,Physicians & Surgeons Equip & Supls-Mfrs,339112,Surgical & Medical Instrument Manufacturing,15,,,,
,Accu Seal Corp,,,225 Bingham Dr # B,San Marcos,CA,92069,,(760) 591-9800,Accu-Seal.Com,,,,508438,Packaging Machinery-Wholesale,423830,Industrial Machinery & Equipment Merchant Whlsrs,15,,,,
,Accutech LLC,,,2641 LA Mirada Dr,Vista,CA,92081,,(760) 599-6555,Accutech-Llc.Com,,,,384104,Physicians & Surgeons Equip & Supls-Mfrs,339112,Surgical & Medical Instrument Manufacturing,10,,,,
,Acells Corp,,,3121 Scott St,Vista,CA,92081,,(760) 727-6666,Amcells.Com,,,,506341,Electronic Testing Equipment (Whls),423610,Electrical Apparatus/Wiring Supls/Rel Equip Whlsrs,10,,,,
,Acon Laboratories Inc,,,4108 Sorrento Valley Blvd,San Diego,CA,92121,Sorrento Valley,(858) 535-2030,Aconlabs.Com,,,,384104,Physicians & Surgeons Equip & Supls-Mfrs,339112,Surgical & Medical Instrument Manufacturing,15,,,,
,Acoustic Ales Brewing,,,1795 Hancock St,San Diego,CA,92110,Mission Hills,(619) 299-2537,Acousticales.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Action Powder Coating LLC,,,7949 Stromesa Ct # D,San Diego,CA,92126,Miramar,(858) 566-2288,Actionpowdercoating.Com,,,"Action Powder Coating, founded in 1993, is a contract manufacturer offering services to the powder coating industry. The company is a subsidiary of Hewitt Tubular Products, a supplier of tubular bells, heaters and skylights. The firm s fleet of trucks provides its customers with pick-up and delivery of products. Its 48,000-square-foot facility comprises of three, five and six-stage iron phosphate conveyor systems, 26-foot flat bed truck and 48-foot tractor trailer rigs. Action Powder Coating is headquartered in San Diego and has a branch office in Baja California, Mexico.",347904,Coatings-Protective-Manufacturers,332812,Metal Coating & Non-Precious Engraving,14,,,,
,Advanced Air & Vacuum,,,1685 N Marshall Ave,El Cajon,CA,92020,,(619) 562-3373,Aavsales.Com,,,,508402,Compressors-Air & Gas (Whls),423830,Industrial Machinery & Equipment Merchant Whlsrs,10,,,,
,Advanced Refractive Tech Inc,,,12518 Cavallo St,San Diego,CA,92130,Carmel Valley,(949) 940-1300,Advancedrefractive.Com,,,"Advanced Refractive Technologies is an ophthalmic developmental and marketing company, which is focusing upon the most important areas of need in ophthalmology. The company is developing both medical devices as well as pharmaceutical agents to be used in important pathologies within the ophthalmology market. These areas include cataract detection, cataract surgery, glaucoma therapy and age-related macular degeneration. Advanced Refractive Technologies is now preparing to revolutionize the ophthalmic market with its use of water jet technology. Waterjet technology is an established method for precision cutting of materials in a variety of industrial applications. It uses the principle of pressurizing water to extremely high levels, and allowing the water to escape in a controlled manner through a very small opening, or orifice. ART also uses the Accupulse Cataract Emulsifier-an emulsification device designed for the quick and safe removal of the cataractous human crystalline lens in the eye, a necessary procedure before installing a new intraocular lens. The device creates a pulsating stream of saline solution, and the impact from the pulsating fluid emulsifies the cataractous human lens and breaks the lens into small pieces. The Accupulse simultaneously aspirates the emulsified tissue and removes it from the interior of the eye. Advanced Refractive Technology is located in San Clemente, Calif.",384104,Physicians & Surgeons Equip & Supls-Mfrs,339112,Surgical & Medical Instrument Manufacturing,15,,,,
,Aerowind Corp,,,1959 John Towers Ave,El Cajon,CA,92020,,(619) 562-6090,Aerowind.Com,,,,359903,Machine Shops (Mfrs),332710,Machine Shops,10,,,,
,Affordable Printer Care,,,8515 Arjons Dr # D,San Diego,CA,92126,Miramar,(858) 547-6868,Affordableprintercare.Com,,,,737801,Computers-Service & Repair,811212,Computer & Office Machine Repair & Maintenance,10,,,,
,Aiconics Inc,,,12150 Paine Pl,Poway,CA,92064,,(858) 513-2115,Aiconics.Com,,,"Aiconics is an electrical connector product specialist. The company offers a range of products, such as contact installing and removal tools plastic and metal compositions, crimp and special purpose tools, pin and socket contacts and connector grommet end seal plugs. Aiconics is a part of Ameron Global, which is one of the leading product support resources for the aviation industry in the United States.",559908,Aircraft Equipment Parts & Supplies,441228,"Motorcycle, Atv & All Other Motor Vehicle Dealers",10,,,,
,Akw Medical Inc,,,8228 Mercury Ct # 120,San Diego,CA,92111,,(858) 496-8500,Akwmedical.Com,,,,769931,Hospital Equip-Repairing & Refinishing,811219,Other Electronic & Precision Equip Repair & Maint,10,,,,
,Allele Biotechnology,,,6404 Nancy Ridge Dr,San Diego,CA,92121,Sorrento Valley,(858) 404-0708,Allelebiotech.Com,,,,283407,Laboratories-Pharmaceutical (Mfrs),325412,Pharmaceutical Preparation Manufacturing,12,,,,
,Allen Forge & Fabrication,,,,Imperial Beach,CA,91932,,(619) 244-4507,Allenforge.Com/Contact.Html,,,,399906,Assembly & Fabricating Service (Mfrs),339999,All Other Miscellaneous Manufacturing,10,,,,
,Alnan Manufacturing,,,12150 Paine Pl,Poway,CA,92064,,(858) 679-4770,Aiconics.Com,,,,308901,Plastics-Mold-Manufacturers,326199,All Other Plastics Product Manufacturing,10,,,,
,Aloha Printing,,,133 Newport Dr # A,San Marcos,CA,92069,,(760) 471-1006,Alohaprinting.Com,,,,275998,Commercial Printing NEC (Mfrs),323111,Commercial Printing (Except Screen & Books),10,,,,
,Altech Machining Inc,,,11000 Woodside Ave N,Santee,CA,92071,,(619) 448-3392,Altechmachining.Net,,,,372802,Aircraft Equipment Parts & Supls-Mfrs,336413,Other Aircraft Parts & Auxiliary Equipment Mfg,15,,,,
,American Design Inc,,,1672 Industrial Blvd,Chula Vista,CA,91911,Otay Town,(619) 429-1995,Adiplastics.Com,,,,308905,Plastics-Vacuum/Pressure Forming (Mfrs),326199,All Other Plastics Product Manufacturing,15,,,,
,American Fence Co,,,1075 Grand Ave,San Marcos,CA,92078,,(760) 744-4124,Americanfence.Com,,,,349605,Fence-Manufacturers,332618,Other Fabricated Wire Product Manufacturing,15,,,,
,American Lighting Supply,,,6869 Nancy Ridge Dr # C,San Diego,CA,92121,,(858) 549-2324,Americanlighting.Net,,,,399903,Manufacturers,339999,All Other Miscellaneous Manufacturing,11,,,,
,American Meta-Pack Co Inc,,,1185 Park Center Dr # C,Vista,CA,92081,,(760) 734-1680,Ampcinc.Com,,,,347105,Plating (Mfrs),332813,Electroplating Plating Polishing Anodizing & Clrng,10,,,,
,American Metal Filter Co,,,611 Marsat Ct,Chula Vista,CA,91911,Otay Town,(619) 628-1917,Metalwashablefilters.Com,,,,553102,Filters-Air & Gas,441310,Automotive Parts & Accessories Stores,19,,,,
,American Rim Supply Inc,,,1955 Kellogg Ave,Carlsbad,CA,92008,,(760) 431-3666,Americanrim.Com,,,,371401,Automobile Parts & Supplies-Mfrs,336390,Other Motor Vehicle Parts Manufacturing,10,,,,
,Americover,,,2067 Wineridge Pl # F,Escondido,CA,92029,Vineyard,(760) 747-6095,Americover.Com,,,,516925,Cleaning Compounds (Whls),424690,Other Chemical & Allied Products Merchant Whlsrs,10,,,,
,Amflex Plastics Inc,,,4039 Calle Platino # G,Oceanside,CA,92056,Ivey Ranch - Rancho Del Oro,(760) 643-1756,Amflex.Com,,,,516202,Plastics-Products-Finished-Wholesale,424610,Plastics Materials/Basic Forms/Shps Mrchnt Whlsrs,14,,,,
,Angel Printing Inc,,,3614 Ocean Ranch Blvd,Oceanside,CA,92056,Ivey Ranch - Rancho Del Oro,(760) 967-0492,Angel-Printing.Com,,,,275202,Printers (Mfrs),323111,Commercial Printing (Except Screen & Books),11,,,,
,Annex Copy,,,3760 Riley St # 102,San Diego,CA,92110,Midway District,(619) 795-8530,Annexcopy.Com,,,"Annex Copy Center provides high-quality design, print and production services.  Located at 2750 Dewey Rd Ste 102 in the Liberty Station area of San Diego, Annex Copy produces full-color production in digital presses.  Here's a partial list of what Annex Copy can do for you:  banners, a-frame signs, h-signs, real estate signs, menu boards, foam-mounted posters, acqueous coated postcards, custom wedding invitations, event programs, direct mail production, website design, graphic arts services, business cards, stationery and much, much more.  Give us a call today, and we'd be glad to custom-fit a printing solution for your budget.",275220,Printmaking Workshops (Mfrs),323111,Commercial Printing (Except Screen & Books),10,,,,
,Anocote Metal Finishing,,,7550 Trade St,San Diego,CA,92121,Miramar,(858) 566-1015,Anocotemetalfinishing.Com,,,,347105,Plating (Mfrs),332813,Electroplating Plating Polishing Anodizing & Clrng,12,,,,
,Anova Food LLC,,,280 10th Ave,San Diego,CA,92101,,(813) 902-9003,Anovafoodusa.Com,,,,209198,Canned & Cured Fish & Seafoods (Mfrs),311710,Seafood Product Preparation & Packaging,11,,,,
,Ansmar Publishers Inc,,,13257 Kirkham Way,Poway,CA,92064,,(858) 513-7900,Excelmath.Com,,,,273101,Publishers-Book (Mfrs),511130,Book Publishers,10,,,,
,Anthony Lauren & Co Inc,,,11425 Woodside Ave # B,Santee,CA,92071,,(619) 590-1141,Anthonylauren.Com,,,,259901,Furniture-Manufacturers,337127,Institutional Furniture Manufacturing,15,,,,
,Apex Medical Technologies Inc,,,10064 Mesa Ridge Ct # 202,San Diego,CA,92121,Mira Mesa,(858) 535-0012,Apexmedtech.Com,,,,384104,Physicians & Surgeons Equip & Supls-Mfrs,339112,Surgical & Medical Instrument Manufacturing,15,,,,
,Appliance Parts Ctr Inc,,,222 E 8th St,National City,CA,91950,National City,(619) 474-6781,Appliancepartscompany.Com,,,"Appliance Parts Center is a resource for buying appliance parts and repairing old appliances and provides maintenance tips for appliances. Its household appliances include laundry, dishwashers, ranges, refrigerators, and water heaters. We carry most major brands of heating, ventilating and air conditioning products. We also offer other appliance parts including microwave, cooking range and ovens, furnace, lighting equipment, water filters, trash compactors and water heaters. We operate two branch stores and its operations head office is in National City, Calif.",572202,Appliances-Household-Major-Dealers,443141,Household Appliance Stores,12,,,,
,Aqua Logic,,,8268 Clairemont Mesa Blvd # 30,San Diego,CA,92111,Kearny Mesa,(858) 292-4773,Aqualogicinc.Com,,,,323106,Aquariums & Aquarium Supls-Mfrs,327215,Glass Product Mfg Made Of Purchased Glass,13,,,,
,Aquaplex LLC,,,2636 Vista Pacific Dr,Oceanside,CA,92056,Peacock,(760) 806-0083,Aquaplexnutritionals.Com,,,,209918,Nutritional Food Supplements-Mfr,311999,All Other Miscellaneous Food Manufacturing,16,,,,
,ARC Manufacturing Inc,,,11433 Woodside Ave,Santee,CA,92071,,(619) 562-2424,Mastercraftseats.Com,,,,254204,Racks-Manufacturers,337215,"Showcase, Partition, Shelving & Locker Mfg",15,,,,
,Arc-Zone,,,2091 Las Palmas Dr # F,Carlsbad,CA,92011,,(760) 931-1500,Arc-Zone.Com,,,"Arc-Zone.com delivers a wide range of welding and cutting products, services and solutions, including metal inert gas, tungsten inert gas and plasma welding and cutting products, such as torches, leads, parts and related accessories. It alsoprovides tungsten electrodes and grinders, cable connectors, purge gas equipment, cold wire feeders, carbon dioxide heaters, flow meters, and ground clamps. It offers its products and services directly to the welding users that includes professional fabricators, welding engineers, manufacturing engineers and consumers worldwide. Its facility is located near the service centers of leading shipping companies. Arc-Zone.com is headquartered in Carlsbad, Calif.",508435,Welding Equipment & Supplies (Whls),423830,Industrial Machinery & Equipment Merchant Whlsrs,12,,,,
,Arcana Brewing Co,,,5621 Palmer Way # C,Carlsbad,CA,92010,,(909) 529-2337,Arcanabrewing.Com,,,,208201,Brewers (Mfrs),312120,Breweries,10,,,,
,Area Amusements,,,880 Armorlite Dr,San Marcos,CA,92069,,(760) 471-6232,Areaamusements.Com,,,"Area Amusements is among the largest, most-established and progressive operators of coin-operated amusement equipment in the San Diego area. Over 60 years experience in the industry! Click the button below to provide this experience to your venue!",594517,Toys-Retail,451120,"Hobby, Toy & Game Stores",10,,,,
,Arenson Office Furniture,,,8185 Camino Santa Fe,San Diego,CA,92121,Sorrento Valley,(858) 453-2411,Arensonof.Com,,,,502112,Office Furniture & Equip-Dealers (Whls),423210,Furniture Merchant Wholesalers,12,,,,
